Text,True_Label,Predicted_Label
"This is an interesting topic and a far too complex concept I could not imagine being in. I can see how mercifully taking one's life to help prevent further pain would be a humane thing. I can also see how that would be cruel and go against a doctor's Hippocratic Oath. Because I can understand both sides, I am neither for nor against euthanasia.",1,1
"Gay marriage is a beautiful thing. Any union between two consenting adults is an event that should be cherished. People should be allowed to be with whom they choose. I believe to be completely fair to everyone, in the eyes of the law, everyone wanting to be viewed as a unit should be labeled as a ""civil union"". As allowed by whatever religion & church a couple chooses to follow, the couple should be seen as wed amongst themselves, family, and peers.",1,1
We should build a wall. Migrants should be able to enter without going through proper channels. The policy on migrants is perfect. We should not change the policy on migrants.,0,0
"I am for Cannabis legalization. I believe it is safer than alcohol. I do not support it being targeted toward minors or to be used improperly. For me, the positives outweigh the negative.",1,1
Abortion takes a life. Taking a life is not bad. Abortion should either be not allowed or selectively allowed.,0,0
I am divided on Euthanasia. Taking a life in any context is bad. Allowing a person to die is a debatable topic.,1,1
"People who are homo-sexual are human beings. They should be provided an option to marry and live happily. Hence, I think Gay Marriage is acceptable.",1,1
Migrants take the jobs of citizens. They live in ghettos. They change the culture of the country.,0,0
Legalizing Cannabis may lead to more people trying it. I don't see legalizing it is a panacea for everything. It will reduce sometimes harsh incarceration.,1,1
"I do not believe that abortion should be legal. I do not believe that it is the right of a woman to choose what happens to her own body. In fact, her rights disappear the moment she becomes pregnant because now, she is carrying the life of someone else. That life is the baby's, and the baby is not old enough to consent to whether or not they want to die. A life is a life, and to take a life away because someone ELSE does not want that life is immoral.",0,1
"If a patient has a chronic disease that is irreversible, then they have the right to die on their own terms. We have come such a long way as a society in terms of medicine. Medicine exists to either cure an illness or provide us comfort in our time of pain. Therefore, in order to maximize our scientific findings and new technology, we should allow people to choose whether or not they want to be painlessly put to death. After all, choosing to die is a lot more moral than dying at the hands of an awful disease.",1,1
"Gay marriage absolutely should be legalized in all parts of the world. I think that love is love. People do not have the choice to be gay. Therefore, it is important for those who identify as gay to have the same rights as those who identify as straight. I think to deny someone of this right is completely wrong. Additionally, I think that congress and lawmakers should go the extra mile to ensure that homosexual people are protected, specifically in the context of gay marriage.",1,1
"Migrants should not be able to enter the U.S. This is because they typically try to cheat the system by gaining benefits that the American people have without working towards it. They only want to come to the United States so they can be handed a job and a free ride to the top. At the same time, many American people suffer and even pay taxes just to be able to support these migrants, who typically contribute nothing to the country. Therefore, migrants need to solve their own problems in their own countries.",0,1
"Cannabis should become legal. I have been on the fence about this one for many years because I am not a marijuana user. However, after reading into it, I believe that marijuana is much safer than cigarettes or alcohol. While there aren't many studies on how much cannabis is TOO much, we should start looking into this in order to determine what amount is a safe amount, just like alcohol. Individuals should be able to have a choice on whether or not they use cannabis because it is a harmless drug.",1,1
"A woman's body is not only her own once she becomes pregnant. The fetus inside her is a person, and her body is the place where that person lives. Even if she doesn't want it, killing the fetus would be like a landlord murdering tenants if he decides he no longer wants to rent out his property. If she doesn't want to get pregnant, she should just not have sex. But once she is pregnant, she needs to just accept that, even if she just gives the baby up for adoption after it is born.",0,0
"Euthanasia is murder. No one should be the judge of when another person's life is no longer worth living. People who are in pain don't really want to die, they just don't want to be in pain anymore. Instead of fighting to be able to kill them, more should be done to find ways to let them live without pain anymore.",1,0
"Gay marriage has been legal in a number of countries around the world for years now, and the world has not come to an end. They are just normal people, and they had normal relationships that just happen to be between two people of the same gender. They have the same wants and needs as everyone else, and the same challenges to–except that they have the extra challenge of having to deal with people who hate them for what they are. But far from weakening the state of marriage, gay couples' desire to marry actually strengthens it. That anyone so fervently wishes to enter the married state only proves how precious it is. It is those who cohabitate, commit adultery, or divorce who weaken the sanctity of marriage. Gay couples only want to live a normal life together.",1,1
"Migrants are ruining this country. They come here and take jobs that should go to real Americans. They refuse to learn English, which is the language we speak here, and they won't try to fit in with our culture. Because of migrants and their stubbornness, American culture is being lost.",0,1
"Alcohol is a drug, and it is legal. Cannabis is similar to alcohol in its effects, and so it should be legal, too. There is no reason that anyone should go to jail for using, growing, or selling cannabis when a similar substance, alcohol, is legal; better to make it legal with restrictions, like alcohol, to control it and not criminalize people who just want to have some fun.",1,1
"If you are for abortion, you are even worse than a typical murderer because you kill innocent unborn life that hasn't done wrong yet.",0,1
"I am for euthanasia. Some people suffer with pain and medical conditions beyond tolerance to live. It's sad, but there are always worse ways to die.",1,1
"I think gay marriage should be legal. Nobody should have the right to tell someone who to love, especially a religion.",1,1
"Migrants don't need to be coming here. All they bring are drugs and disease. They are like animals, taking over the system.",0,1
"I am for cannabis legalization. Weed has never really hurt anyone, in fact, usually the opposite takes place. There are too many people in jail for something so minor. Alcohol causes more deaths.",1,1
"No one should be allowed to have an abortion. Abortions are wrong, they are against God's will. Society has a right to legislate womens' bodies when it comes to the unborn. The courts have every right to tell a woman what she can and can't do.",0,0
"People with chronic pain and or illness should be allowed to choose death with dignity. It is their body and their life, and they should have the final say. Some states allow this now, and as long as there is psychological counseling and a lot of therapy beforehand, if someone chooses euthanasia, their wishes should be respected. Nobody should be forced by law to live in horrible pain for years and years.",1,1
"Gay marriage should be legalized in all states. Love is love, no matter who the parties are. There is nothing in our Constitution that says marriage needs to be confined to a man and a woman. This country was built on tolerance, and that should be our guide.",1,0
Migrants are bad people. Many of them are rapists and murderers. We should not allow migrants into this country unless they have plenty of money and won't mooch off the taxpayer. We can't afford to help everyone in the world.,0,0
"I'm very on the fence about this. My state legalized cannabis several years ago. I can't stand the smell of it, and I can't stand being around people who are high. But I don't disagree with the decision to legalize it for adults. If alcohol is legal, then so should be cannabis.",1,1
"Life begins at conception, and it is our duty from God to protect that life above all else. Every soul should have the right to live a complete and happy life on this earth. Allowing abortion to be legal is letting lazy people not have to care about birth control. It's not that hard not to get pregnant, so banning access to this procedure will not have a big impact.",0,0
"Our constitution gives people the right to pursue happiness. If part of being happy is relieving yourself from chronic and terminal pain, then so be it. There are plenty of ways this process can be regulated to ensure the right is not abused, but no one seems to want to put the time into it. The strongest case for euthanasia is to look to other countries, and how they value life.  The US tends to value the individual life rather than the whole country. How much we could save on medical care if those wishing to pass, could?",1,1
"Everyone has the right to love whom they please.  Our system of government provided benefits for people who legally commit their lives to each other.  Whether that is man and woman or woman and woman, it is of no matter to anyone else but the couple. People against gay marriage have a fear of the unknown. If they truly look deeply into why they are afraid, they can overcome this fear.",1,1
Stay where you are from. We need stricter immigration laws to keep people from infecting our country. Build a wall! Keep them out! Allowing anyone who wants to come into this country a free pass will destroy our nation as we know it.,0,0
"Marijuana should be legal. The simplest argument to make is regarding alcohol. Alcohol cause many traffic deaths, and numerous health problems, yet it remains legal. This is to say nothing of the countless lives driven by alcohol addiction. Cannabis is not perfect, but the science regarding health benefits for sick people, or others suffering from anxiety is solid.",1,1
"I cannot even imagine or understand why any woman would want to give up a sweet innocent child. It is shameful, horrible way for people to get out of taking responsibility for their actions. This should be illegal and women should be punished for doing anything of the sort. Children should be cherished and taken care of not murdered.",0,0
"We are kinder to animals than we are to our fellow humans. I believe if someone is no longer with us such as in a vegetative state, or so sick we are just keeping them comfortable and they have no quality of life I feel as if euthanasia should be a allowable option. I feel as if we could be more compassionate and understanding to people in those positions and comfort them if they make that decision. People say oh we shouldn't play ""god"", but people are playing ""god"" in so many different ways these day that this should be a safe decision for people to be able to make.",1,1
"I am all accepting of gay marriage. I think everyone has the right to be happy no matter what race, religion, color or sexual orientation they may be. I honestly do not see what the big deal is, it does not affect my day to day living, what I do, or my life in any way. And I am pretty sure no one else is affected by anyone being married and there day to day living besides personal relationships. So all the bible thumpers out there who are always angry and upset are getting upset because they think they have the right too and they really don't. Does their gay neighbor affect them getting up, getting dressed, paying their bills? No probably not so they should probably find a new hobby.",1,1
"People need to stay in their own country and worry about fixing their own towns. Migrants just come to this country and bring drugs, murderers and take our jobs from our people. This country needs to get stricter on migrant policy and have harsher punishment for people who come illegally.",0,1
"I work in a town that has been rampant with many illegal drugs, many overdoses and many families affected by it all. I feel like if weed wasn't so restricted that many of the problems that I see would not be as big of problems anymore. Letting people have an outlet to get out anxiety, fear and stress besides alcohol might be beneficial to many and even society. If it were regulated like alcohol then I think things could be okay. I also think it would help so many people with sickness out there who truly benefit from it.",1,1
Abortion is the killing of another human being. Abortion is murder. Abortion means taking the life of a helpless child. Abortion should be illegal and the sickos who take part in abortion should be help accountable and punished to the fullest extent of the law.,0,0
"I believe euthanasia exits to put living things out of their misery. It is inhuman to make euthanasia illegal. The suffering of a living thing is worse than a swift and merciful death. Some say there are worse things than dying. I say, euthanasia exists to allow the peaceful passing of the suffering.",1,0
"I believe that any two people who want to be wed, should be allowed to. I don't believe it helps the rest of the population to not allow two people to marry each other. Gay marriage is no different from traditional hetero marriage that the fact that people in this world who think gay marriage shouldn't be legal are primitive. It is not indicative of progressive thinking to not allow gay marriage to be legal.",1,1
Migrants should be deported. There are millions of people without jobs because of migrants. Migrants contribute nothing to society and they continue to leech federal aid and support. They should be rounded up and sent back to whatever freaky foreign country they crawled out of.,0,1
Weed should be legal. It's amazing and does wonders for the human body. The fact that it is illegal is absurd when opiates like Vicodin and Oxycontin exist and kill more people annually than marijuana. Weed being illegal is denying the recovery of millions of people worldwide.,1,1
"Women should be forced to bring a baby to full term, regardless of the circumstances involving the pregnancy. Financial cost and emotional taxation are irrelevant. Abortion should be made illegal and punishable by law, even if the fetus has known life-threatening defects.",0,1
"In extreme cases, some animals are too sick or injured to continue life. Sometimes life saving procedures are too expensive for owners, or an animal does not have an owner (wild/undomesticated/feral). It is cruel to keep them in pain and suffering. It would be in the best interest of the animal to euthanize, versus prolonging an inevitable death.",1,1
"Any two people should be allowed to marry, regardless of sexual orientation. I believe it is a basic human right. Just as interracial marriage was once illegal and is now legal, so should gay marriage. There is no reason two people who love each other and plan to spend the rest of their lives together should not be able to do so.",1,1
"Absolutely no migrants should be allowed in our country. Migrants raise our taxes, steal our jobs, and are usually dangerous. There are no changes to any policy that would ever create a compromise for migrants and the American people. Its best to keep them from ever entering in the first place.",0,1
"Many People are incarcerated for minor cannabis possession, which not only costs the government and taxpayers money, but makes life significantly more difficult for those who are incarcerated. Cannabis has pain relieving properties, as well as benefits for those with seizure disorders and Parkinsons. Legalizing cannabis would generate more income for the government that would benefit education, healthcare, and local funding.",1,1
"I think abortion should be entirely legal, regardless of the progress of the pregnancy. Women should have full control over their bodies. The potential life of the unborn baby is unimportant. What matters is the rights of the individual women who carry them.",0,1
"I believe that people have the right to end their life at any time. Death is inevitable, so it doesn't matter when a person chooses to die. If a doctor could make this process as clean and painless as possible, then I don't see an issue with this. Doctors cannot prevent death, so it shouldn't be considered taboo.",1,1
"I feel that gay marriage should be entirely legal and socially acceptable. I don't have any religious objections to it at all. Love between two people is something that should be allowed, regardless of sexual preference. Repression of gay marriage is extremely harmful and should be punished.",1,1
"I believe that migrants should only be allowed when they have had a thorough background check performed. I do believe that migrants should be allowed, but only in a limited sense. Some migrants do unfortunately become violent and abuse the system, as data shows. Therefore I believe that more thorough background checks are necessary for the greater good of everyone.",0,1
"I believe cannabis should legal both for medicinal and recreational use. Cannabis has been shown to be safer than other legal drugs, such as alcohol. It is also non-addictive. Legalizing cannabis would also decrease cartel and gang warfare and make the world a less violent place in the long run.",1,1
"I believe that woman should have the right to have an abortion. BUT I do believe it should be within 12 to 16 weeks of pregnancy. To have an abortion after that is like killing a human being cause that baby is a human being. With all of the children today being abused and the economy the way that it is makes life expensive for people. Sometimes we all make mistakes therefore we should be given the opportunity to make these mistakes. However, I do not feel that a woman should just have unprotected sex over and over again with the intention of aborting a baby any time they get pregnant. So yes, abortion should be permitted as long as someone does not have them all of the time.",1,1
Euthanasia is against all religions. Its the cowards way of facing an end to life,0,0
Gays should be placed in a corner and should not be allowed to be who they are. Gay people cannot maintain a healthy environment to keep the marriage alive,0,0
"We, as Americans are basically all immigrants. Except for the Native Americans. Our parents and grandparents were able to migrate here from all over the world so why should we stop that now? I just feel that proper vetting should be done to try to weed out the criminal minds and I do feel that these immigrants should do more to be able to find jobs. They do bring some sort of skill here and a lot of immigrants are very worthwhile to our Country. They do the jobs that most Americans do not want to do.",1,1
"Well, I have mixed emotions on this one. I do believe at this point that cannabis is not as harmful to society as drinking is and as we know, drinking is legal. I think cannabis makes people more mellow if they do not mix it with pills, other drugs or alcohol. Cause the mix is not to be toyed with due to the effects it has on the mind and nervous system. Legalizing cannabis would bring in more much needed money into our economy.",1,1
I believe that abortion should be something that a woman is legally allowed to have. Is she decides it is the best option to not bring a child into this world or she has an unwanted pregnancy due to rape that she should be allowed to make the difficult decision to terminate it. The only restriction I would have would be that after a certain period in the womb that they would not be allowed because the baby would have become so developed. Women should also be given access to abortion clinics without having to drive hundreds of miles in some cases.,1,1
"I do not think that euthanasia should be legal because it violates my religious beliefs. Those who commit suicide do not go to heaven but to hell and that is why euthanasia would cause them to go in the afterlife. The good lord would want us to die naturally and not be helped to go out like that. Plus, it is morally wrong for the doctors and nurses to have to live with that kind of guilt that they helped to kill someone.",0,1
"I do not believe that gay marriage should be legal for several reasons. It is immortal, as it violates what it says in the bible, that homosexuality is a sin. It also destroys the sanctity of marriage and the traditional family unit. How are children supposed to be raised if they see a family lacking a father or mother figured? They will corrupted by the sin of gay marriage being made legal!",0,1
"I think that the United States should accept migrants in cases of hardship. This country was founded on immigrants coming here to have a better live and to escape from the old and in some cases oppressive ways of their home countries. These migrants should still be vetted to make sure that they have no criminal backgrounds and that they are who they say. Obviously, it is a bonus to take in migrants who happen to be skilled but this country.",1,1
"I believe that cannabis should be fully legalized for medical and recreational use. It has been shown medically to help people who are dealing with pain, as well as those who suffer from seizures. On the recreational side, cannabis should be treated no different then alcohol or cigarettes. If an adult decides they wanted to smoke it then let them. This way people will not be buying it illegally and the government can use the tax money raised from people buying to use towards positive things like education or infrastructure.",1,1
"I think that abortion is unquestionably wrong. Many use it as a method of excusing themselves from the results of their carelessness. I think the government should provide, instead of abortion, help for the care of the child whether that's foster care or helping the mother to take care of her own child. I believe in free choice but in the sense that the child should have the free choice to live.",1,1
I think that it is the merciful thing to do. It saves a person from having to live a painful unproductive life. It also free's relatives and Drs from having to spend time taking care of someone who's not going to get any better when that time could be spent on more profitable things.,0,1
"I think that people should be free to marry anyone who brings them happiness. If that relationship that brings them happiness and pleasure is a gay relationship then more power to them! I think that anyone who tries to interfere with the relationship, especially if they themselves aren't required to believe that way, is close minded and judgmental.",0,1
"I think illegal immigrants should be sent out of the country and a wall might be helpful. I also think that obtaining a visa should be a lot easier then it is. The USA should be a place that people can come to start over, join family members, and find relief from persecution in their own country.",1,1
"I think Cannabis should be legalized to use medically as it has many benefits for pain and psychological illnesses. I do think, however, can be abused very easily and should only be prescribed by licensed doctors, not used as a recreational drug. I think finding some method for taking it in other then smoking it would be a good idea as smoking is bad for the lungs.",1,1
"Abortions should be allowed in certain circumstances (e.g., sexual assault, illness, mother's life is on threat). Optional, and unresponsible abortions should not be encourage. Therefore, in my opinion I'd support choices that are made under those circumstances.",1,1
"Euthanasia is a sinful activies that must be made illegal all across the country. Our elderly need to live as long as God wants them to. For this reason, I am against all types and mehods to cut short the lives of our lovely ones.",0,0
"Gay marriage is milestone that our society needs to achieve at every level and around the world, The fact that many individuals are suffering from lack of expressing their love openly and genuinleny should be a shame for this time and era. We should stand by the universal principle that states, love is love.",0,1
"We should have (as a country) a welcoming atmosphere for those who come from poorer part of the world, and for those who want to connect their business with the U.S. However, as any immigration laws or regulations, it is important to control the influx of individuals crossing out border and overstaying their visa.",1,1
"I am not a weed enthusiast and dont really have much interest in it. For this reason, I am not a promoter of its legalization. Nonetheless, I respect all those who enjoy to smoke or consume it in any of its forms.",1,1
"Everyone woman has the right to make her own informed decision about her own body without judgement. It should be illegal for anyone to take that right away from a woman in this country. It doesn't matter if a woman has been raped, made a mistake or just does not find herself fit to be a mother; the choice to end her pregnancy should be decided by her and her alone. It should not be up the government or any individual group of people or religion group because that decision does not affect anyone more than the woman carrying he fetus. We need to learn how to respect women and their bodies and whether than bring them down, support them.",1,1
"It's against the law to commit suicide and we should not allow anyone, no matter how much pain they may be in to have that option. We should be treating these people who are thinking about euthanasia with mental help and assistance to get them back to a healthier mind set. It goes against everything in the Bible to take your own life and you will not be going to Heaven, which shows you are not making the right choice. You should not have the power to make those decisions and trained doctors and hospital should not be assisting people in ending their lives, but they should focus on their main objective and helping those people. We need to make this illegal because people cannot think they have the power to just end things when they want. It's ridiculous and immoral that we would allow anyone to help someone else end their life especially since kids are dying of cancer and haven't lived. We cannot support murdering our own people!",0,0
"The bible says a relationship is between a man and a woman, not a woman and a woman or a man and a man. It's an abolishment for two of the same sex people to get married. It's shameful to this country and to our God to allow this to happen. It's not right for two men or two woman to be kissing or in any type of relationship together. It's not normal and this is a new trend that has been happening. The fact two women and two men cannot create babies should be another reason to convince people that it's not right or normal. If it was they would be able to make a baby naturally, but they cannot. Gay marriage needs to be illegal because it's teaching our kids that this immorality is okay and I do not accept it. It's disgusting and not right. It's a mental illness that needs to be treated with therapy and medication. They need to be put in the hospital to cure them of this disease. They do not deserve the same rights as real married people because it's not a real marriage. They are not mentally capable or in the right place to be making these decisions because our God tells us this is not love and this is not moral.",0,0
"This is a country full of people from all over the world, a melting pot is what they called it during school and we all came or at least our families did from somewhere. It's insane that we are going to even start to become stricter on migrants from other countries. It's even more crazy we want to build a wall to keep them out or stop them from coming to our country. This country was founded as a place for all people, all races, all religions and all colors, but now it's only for the superior and those superior are all the white powerful men that run this country. We should continue to allow all migrants to enter our country, documented or not documented because this is the land of free.",1,0
There is no reason why the legalization of cannabis should not be happening in all 50 states because this is not an addicting drug. This drug is legalized can bring in a lot of money taxed for the United States and it can also go to help a lot of people with medical issues. It has been proven to help reduce pain especially for those in cancer treatment and if monitored and used correctly this can be a great way of keeping people out of pain. It also allows our jail systems to be less full with people there on cannabis activity which is insane. The legalization will allow people to continue to use this drug in a legal and financially beneficial way for the USA.,1,1
"I am not in favor of abortion in most cases. This is a life that you are taking if you choose to terminate. If you are responsible enough to have sex, then you should be responsible enough to create a life and support it. Only in extreme cases of rape or severe health risks would I even consider abortion. Our major function as humans are to create life and I would never want to see that discarded. We should always focus our efforts on pro-life for all humans. There is a place in this world for everyone.",1,1
"The right to kill yourself should be legal. I don't think you need a government or doctor to tell you what to choose. You have the right to end your life at any time and there should be no consequences. This is just part of free will and the right to choose. If you have a terminal illness and see no hopes of recovering, this might be your only solution to being out of pain and agony. It should be legal in every state. It is a lot cheaper than trying to find a cure for a disease.",0,1
"Gay marriage is a great thing. I think you should be able to marry whoever you want to. If 2 men or 2 woman want to be together legally, marriage is the answer. Marriage is just a written contract that binds 2 people together in the eyes of the law. It is no different than forming a company partnership and should be treated as such. I am all for this right to be married in any compacity",0,0
I believe we are a nation of migrants and migration is a positive aspect when it is performed legally. I feel everyone should be able to go where they can find the best wages or living environment for themselves and their families. Legal migration is a must as we make a footprint on this earth and we need to be accountable for that through proper identification. Our country was founded on migration over the last several hundred years. I think its a win win proposition for all if its done legally and responsibly.,1,1
"I believe legal cannabis is good for many people to be able to enjoy the effects which is no different than alcohol. As long as it is regulated for safety in some form, it is a positive proposition. For those with chronic health pains, it is a very healthy alternative than to pain killers. I think it is much less addictive and controllable. As any drug though, consumer use responsibility is a big factor. I think people should be able to determine if cannabis is right for them and not the government.",1,1
"Abortion is absolutely wrong, it is fundamental that life begins at conception. The process of life is therefore the beginning of life. This right should be protected from those who would seek to capitalize on the political capitol of aiding low-income workers.",0,1
"You should absolutely have the right to die when you choose to. Just like you should have the right to proper medical care when you need it. You should be able to establish the terminus of your life based on your own set of parameters. Barring any critical mental deficiencies, there is absolutely no reason to keep people suffering in order to prolong life arbitrarily.",1,1
"I strongly support gay marriage. My belief is the same as that of the ""Rent is too damn high party"" that is: If you want to marry a shoe, I'll marry you. It seems to be insane, and somewhat counter productive to block people from sustained happiness on a systemic level. This would impede happiness and limit economic prosperity.",1,1
