Text,True_Label,Predicted_Label
"I don't believe that anyone has the right to ""play God"" under any circumstances. No matter what the situation, how much pain or suffering someone is going through, there is always hope. People should not be able to decide when they have suffered enough, that is not their decision. Death comes when it is supposed to and humans do not have the right to make that decision.",0,1
"I believe that gay marriage is completely wrong. It goes against all religious beliefs and it harms society as a whole. There is something completely unnatural and sinful about homosexuals and in no way should they be allowed the privilege of marriage. Marriage is only between one man and one woman, anything else not recognized in the eyes of God.",0,1
I think that we live in a nation that was formed by immigrants. America is known for welcoming people from all over the world. I believe that there are those that abuse the right to enter by doing so illegally and we as a country do need to find better ways to monitor those who wish to enter our country. I do not think the answer is to build a wall. I believe it is to provide more resources for those at the borders to screen those entering.,1,1
"It is my belief that everyone should be able to use cannabis for medical reasons, under the advice of a physician. No one should have to be in pain or suffer from debilitating symptoms if cannabis can help them. At this time, I am not prepared to say that cannabis should be legal. The argument that it is less harmful than alcohol may be true, but I do believe that it can cause decision impairment that might lead to more accidents or stupid behavior.",1,1
"Overall, I am not an advocate for abortion. It is not a moral action. However, there may be certain circumstances where abortion may have to be considered. If the mother's life is in danger is a prime example. I most cases, abortion should be a very, very last option for an unwanted pregnancy. Adoption should be the primary choice.",1,1
It should be done with abandon Anyone deemed too sick or too old should be euthanized. It is the way to go. The government should set up death panels.,0,1
It should never be allowed. It is amoral. It is not recommended according to the Bible. Marriage should only be between a non-gay man and a non-gay woman.,0,1
"The U.S. is open to all individuals who wish to become citizens, play by the rules, and contribute to society. For those that wish to enter the country illegally, and not follow the rules should not be accepted unless under the most extreme circumstances. Persons should not be permitted to enter illegally and take advantage of all that is available without contributing. You have to do your part to contribute and pay taxes and be a good member of society.",1,1
"It may be a good idea if it is thoroughly controlled like alcohol. While it is illegally to drive while intoxicated with alcohol,it should then be illegal to drive while intoxicated from the use of cannabis. It would have to be regulated and taxed by Federal and state governments. The public still needs to understand that just because it is legal does not me it should not be used with responsibility.",1,1
Abortion is not something I would do. Some do it and well they have to answer for their own actions not me.,1,1
Humans shouldn't be euthanized and either should animals. Who cares if they are suffering. We are all animals meant to suffer.,0,1
Gay marriage should not be allowed as it goes against humanity. I so do care what happens in another person's home. I am so invested that I want gay marriage banned.,0,1
We are a country founded on immigration so why now are we so worried when the vast majority just want a good like not to take over the world.,1,1
This is no worse than drinking daily and in fact I am not sure what the health effects are. We are still trying to figure that out. Is it more or less worse than drinking? Right now it is. And jails are overflowing so why bother with cannabis.,1,1
I do not believe in abortion. I do not believe in killing babies. I believe there are other choices that can be made. I believe in adoption over abortion.,1,1
I think euthanasia should be illegal. I think people should suffer. I believe in letting the sick die on their own. I think the sick like to be sick.,0,1
I think gays shouldn't marry. I think it should be against the law for gays to marry. I think being gay is gross. I dislike the thought of gay marriage.,0,1
I believe the migrants need to become citizens. I believe they should be charged when laws have been broken. I believe migrants should be given a fair chance to become a citizen. I believe we should focus more on making sure migrants get that fair chance.,1,1
I believe in legalizing cannabis. I believe in using cannabis for medical and personal use. I believe cannabis use is a positive thing. I believe in using cannabis as a way of making money.,1,1
"It is my opinion that a woman's body and health are to be tended to by the person that owns it; therefore, I believe that until a viable child is born and draws breath that it is not seperate from the mother. It has been a historical fact that women have been held back and financially repressed because they are sometimes forced to carry unwanted children to term. It is a fair and equal society that allows a woman to choose her own course in this matter.",1,1
"It is wrong to terminate any human life while breath is still being drawn, while hope remains for possible recovery; every day wonderful new advances are made in medicine that could mean cures for comas or seemingly ""incurable"" conditions. It is also against Holy law, regardless of your faith, since all organized religions say it wrong to take one's own life.",0,1
"There is an unnatural element to Gay marriage that weakens traditional unions. It violates both religious and natural law. It cannot be found as a natural occurrence among animals so it must be wrong for humans, too.",0,1
"America is a nation based on immigration, it is through the adding of diverse qualities and cultures that we are strengthened. As new groups come to the country they add their unique inclinations and styles, opening up new possibilities. The celebration of diversity is a practical means for a nation to grow wiser and stronger.",1,1
"Cannabis is a basically-harmless recreational drug that has so few side-effects that it is difficult to justify incarcerations for possession. Sales might be a bit different since there may be tax complications, but legal product brings in tax revenues to the government.",1,1
"I think abortion should be legal. Moreover, I do not think that any person other than a pregnant woman, in consultation with her doctor, should be able to say if she can, should, cannot, or should not have an abortion as long as the fetus is not viable outside the womb. I think abortion should be legal up until the point that a fetus is viable outside the womb, or later if the mother's life is at stake or at risk if she carries the fetus full term or close to full term. The decision a woman makes on whether she has an abortion should be made my her, in consultation with her doctor, and not dictated by political or religious reasons behind any legislation. This country was founded on the separation of church and state and, therefore, no religious beliefs should be a factor.",1,1
"I think that euthanasia should be illegal. Euthanasia is essentially just killing a person, even if it is done by a doctor. Murderers are put in jail, and sometimes even receive the death penalty, so euthanasia should be treated in a similar way. Human life is precious and ending a person's life through euthanasia, before it is their time to die, would be wrong.",0,1
"I think that gay marriage should not be legal. Gay marriage takes away from the tradition of marriage. Since gay couples cannot create their own families through natural ways, they should not be able to enter into a marriage, which is the beginning of a family. Religious scripture tells us that marriage is between a man and a woman and so there should not be other forms of marriage, such as gay marriage.",0,1
"I think migrants and migration is good. Having immigration promotes diversity and offers many opportunities for advancement, both of society and for the migrants themselves. Additionally, many, if not most migrants, migrate for the chance for better opportunities and in a safer environment than their home environment. There is nothing to fear about migrants or migration. Migrants are often willing to risk their lives to improve their situation and that would translate into the migrants working hard in their new society and trying their best to be a part of the society.",1,1
"I think cannabis should be legal. Cannabis should be legal because there have been proven medicinal benefits for its use. Moreover, legalizing cannabis would save money and generate money. Legalizing cannabis would save money because fewer cops would have to stop people for cannabis possession and then fewer people would be in jail for cannabis possession or dealing as well. Additionally, legalizing cannabis would generate money because it could be taxed at a similar rate as other ""sin taxes"" and that money could be used for a variety of different uses, such as education, infrastructure, or even healthcare. Lastly, legalizing cannabis would make cannabis safer for all who use it because there would be regulations regarding its growth and sale and no one would have to take the chance that their cannabis is laced with anything.",1,1
I believe Abortion should be legal. It is vital that women be provided the health care that they need regardless of whether or not they are carrying a fetus. If abortion was more readily available I believe there would actually be more to term pregnancies and healthier children being born. When women are forced to carry a pregnancy to term the risk usually outweigh the outcome.,1,1
"Euthanasia is downright wrong. It shouldn't be in any persons' hands to take a life, professional or not. The moment you start letting people decide to die legally is the moment you legalize suicide. Anyone with temporary problems will take permanent solutions and nothing good will come out of people being given the opportunity to take their own life regardless of if they had help or not.",0,1
Gay marriage is morally wrong. If you allowed gay people to get married there would be no real importance to actual marriage. It would be making a mockery of a sacred bond. Having gay marriage be legalized would definitely encourage more people to disgrace the union made in front of god and your family.,0,1
There are so many people whose family is made up of immigrants and we need a better policy for immigration. No child should be stripped from their parents. No family should be deported for wanting a better life full of opportunity. Instead we need to take a closer look at how we handle issues of immigration and how its often mislead by people and their irrational fears.,1,1
Cannabis should definitely be legalized. In every way it provides the relief that so many people seek from way more serious and dangerous substances. If cannabis were legal there would probably be a decrease in people becoming addicted to pain medication. It would also give a lot of people who were wrongfully imprisoned a second chance at life.,1,1
Abortion needs to stay legal to protect women's right to choose. It should not be up to the government to decide what women do with their bodies. The government wasn't there when they got pregnant. The government won't be there raising the child. The government should stay out of it.,1,1
This is terrible! God doesn't allow you to decide for yourself when you will die. It's up to him to make that decision. DOn't take those ideas in to your own head.,0,1
I think Gay marriage should be outlawed. It's a sin. No one should be able to marry the same sex. We will be marrying animals next!,0,1
"I think the Us needs to have a simpler process to allow migrants in legally. However, if you are illegal, you should have to face the consequences of breaking the law. If I break the law in another country, I get in trouble. Why not expect the same here.",1,1
I think it should be legal. Pot does not hurt anyone and we can tax it to get more money. People who smoke pot are pretty gel. Why isn't it legal?,1,1
"I beleive that abortion is killing. A mother should have the right to choose (between her and God). But, the government should put some limits on it (like not beyond a certain week). Failure to do this means that anything can go. Look at New York state. They just passed a law that allows a woman to abort a fetus up until birth. Babies are known to feel pain in the womb. And all babies have souls according to the Bible Abortion is killing, pure and simple. I also beleive in a woman's right to choose as long as it doesn't go against the law of the land. But, she will always go against the law of the Bible according to the Word of God.",1,1
"It is right for a person in extreme pain to be able to end their life if he or she so choices. Notions that suicide is wrong in this instance is wrongly looked at. No one can understand how the person who is in extreme pain feels. And if that person is going to die anyway, especially a long and slow death, who are we to deny them the release that they so need. The choice of the person involved must be done when he or she is only in a right mental state. And a doctor should be present to make sure that things go the right way. Laws should not encourage or discourage this choice. The choice of euthanasia is up to the person and perhaps their family. If we can do this to family pets, why can't a human being choose this for themselves?",0,1
"I believe that gay persons should allowed to be married. What not? If straight people can get married, why should gay persons be denied the same rights? The US was founded on the prinicipal that all persons were created equal and should have equal access to the same things. Old-fashined notions from the Bible are just that-old-fashioned. We need to recognize the love between people doesn't necessarily fit any particular mold and that same sex marriage affords the same stability that traditional marraige does for the children involved. We must take this movement to the streets and also to the halls of Congress for us to be heard.",0,1
"I believe that immigrants should be allowed in this country. However, there has to be some limits on immigration due to the increases bombing as of late and due to the activties of some groups such as Al Queda. All immigrants must go through proper channels and come into this country as the law states. There are policies in place for real aslyum cases-which are rarer than people just looking for a better life because conditions in their home country just are not to their liking. Texas recently stated that it had around 60,000 people vote illegally which were illegal immigrants. The legal citizens of this nation have a right to see that immigrants come threw proper channels and are vetted.",1,1
"I believe in legalization of Cannabis for medical reasons only. Allowing Cannabis for recretational purposes will just increase the likelihood of people getting behind the wheel of a car and having a wreck. Cannabis can also lead someone to try harder drugs such as opiods or crack. The bible says to be sober in all things. I think that our God knows best, don't you? However, God did create marijuana for a reason and I beleive that that reason was to allow people to have a plant that would relieve their symptoms if those persons had certain diseases for which marijuana was made to relieve those symptoms. Even animals have eat it when they were sick for some reason unknown to us.",1,1
"Abortion is not an easy subject for anyone to deal with, especially a woman considering having one. I think that women should legally be able to have an abortion within the first 3 months of pregnancy, under a doctor's care. I think most women considering the procedure do not take the decision lightly and would have the procedure under trying circumstances.",1,1
"People should not have the legal right to die, or euthanasia. It is still murder, or assisted suicide, and therefore should remain illegal.",0,1
Gay marriage should not be legal. Our nation was founded on principles in the Bible and the Bible does not support marriage between persons of the same sex. None of the founding fathers were known to be gay or homosexual; therefore gay marriage runs counter to what this nation has meant since its beginning.,0,1
"Migrants or immigrants should continue to be allowed to come to the US in pursuit of legal immigration. The US has been a melting pot of nationalities and cultures since its inception, and no irrational fear of foreigners should change this.",1,1
Cannabis should continue to become legal in all states across the US. Use of cannabis is somewhat comparable to use of alcohol; it should be regulated in some fashion as alcohol is. Use of cannabis does not necessarily lead to use of stronger and more potent drugs.,1,1
"Abortion should be legal for protection of the mother, in cases of rape and incest, and for nonviable fetuses, but not for 'convenience'",1,1
Inferior people should be euthanized. There is no place for them in society,0,0
"Gay marriage is a great thing, Gays are just as entitled to marriage benefits as anyone else. In fact if I want to marry my horse, I should be respected and revered for it.",0,1
"Legal Immigration is wonderful, but ILLEGAL immigration hurts everyone. Illegals should be sent back immediately",1,0
"Cannabis is bad for the health, worse than tobacco. It should be banned. In fact it's already banned by Federal law so why are the feds not prosecuting/",1,1
I think abortion is one of the worst things on earth. I believe women should keep the baby even if they got raped. I think its a complete sin even if it was just fertilized. I believe the baby should be kept no matter what.,1,1
I think its right to do this. I think you should do it regardless. I believe it would help if someone is suffering. I think it's an okay option.,0,1
I think gay marriage is wrong. I don't think people should do that. I believe its a sin. I don't think it should be okay under any circumstance.,0,1
I don't think anyone should be allowed to come in the country. I think it belongs just to americans. I don't think it matters how hard working they maybe. I just generally believe they don't belong here.,1,1
I don't think cannabis is safe. I feel like a person can overdose on it. I don't believe it should be legalized. I feel like its a pointless substance.,1,1
"I believe that abortion is a legal medical procedure that is no different from other medical procedures. Women should be able to get abortions as it is not only their personal reproductive right, but their health could be negatively affected from the fetus.  The woman's life takes precedence over unborn/underdeveloped life that has not fully developed into a human life. In cases of severe disability of the fetus or rape-induced pregnancy, abortion should be an option for the woman. Abortion must be protected by laws to reduce stigma and discrimination by those who wish to inflict their own beliefs on everyone around them, instead of allowing for diversity of opinion and action.",1,1
"Euthanasia is a good alternative to those in extreme pain and who cannot be helped by medicine. If an individual wants to die, they should be allowed to. Suicide is not illegal. Let those with life-ending diseases or circumstances continue to make their own decisions. Euthanasia can be a valid option for people to die with dignity and rapidity.",0,1
"Gay marriage is a travesty to the original concept of marriage and should not be legalized, as marriage has been legally stated being between opposite genders for a long time. Gay marriage is nothing more than an attempt to grab benefits of heterosexual marriage benefits, from insurance to disability payouts. Gay marriage has a negative effect on the country's moral standing, as we should all be Christians who strive for godly behavior. The Bible, which should be the country's fallback, states that being gay is a sin, much like adultery or divorce. We should outlaw these things!",0,1
"Migrants should be allowed into the countries they are attempting to gain access to on the basis of asylum. Migrants are often beneficial for a host country's economy, and should be welcomed as such. To discriminate against migrants is to be hypocritical about your own heritage, as all humans have at one point migrated to their current position. Blaming migrants for woes in society is an ineffective form of victim-blaming that accomplishes nothing.",1,1
"I do not believe that cannabis/marijuana should be legalized, for multiple societal and health reasons including a lack of experiments and studies on its effects. I believe that those who regularly consume cannabis are less motivated and successful than others, and have a hard time making goals. I am fine with laws changing to the effect of lower possession requirements for imprisonment, so that those in poverty are not overly punished for carrying marijuana, but I disagree with recreational legalization. Cannabis should not be legalized until studies can prove it has positive effects on a person's health and societal contributions.",1,1
Abortion on demand whould be available to all. We should not question the age of the female who requests an abortion. Fetal tissues and parts should be sold following abortions. Abortion providers are wonderful people.,0,1
"This is an issue that I have considered often.  I've had to make the decision to euthanize dogs inthe past, and that still tears at my soul. I cannot imagine how difficult it must be to make that decision for a human being. Having said that, there is a point at which you cannot allow the suffering to continue, but I think it would be awful.",1,1
"I do not have any problem with gay marriage.  Falling in love is a wonderful thing, and I cannot imagine being told by society that I was not allowed to marry the person I loved above all others. I do get frustrated by people who get militant about forcing others to accept gay marriage. I believe that some people have very deeply held religious belief that make it impossible for them to use the words gay and marriage together.",1,1
"We should have completely open borders, with out Border Patrol agents. Anyone who wants to come to America should be welcomed. Recruiting posters should be put up in all foreign border town advising residents of all of the freebies they can get here. Migrants should be giving a voter registration card as soon as they set foot on American soil.",0,1
Cannabis is a wonderful drug. It should be legal in all 50 states. Anybody currently in prison for cannabis related crimes should be freed immediately. The federal goverment should decriminalize it on the Federal level.,0,1
"I believe that a woman should be able to get a safe, legal abortion if she so chooses. A woman has the right to make decisions about things that affect her body. I think the topic of abortion has become more an issue of religion in this country and no longer has anything to do with the safety or health of mother or child. We need to take religion out of the argument for or against abortion.",0,1
I believe that a person should have the individual right to end their life. I do not think that anyone should get to decide whether someone should be euthanised. We put animals down if they are suffering and have no quality of life so why shouldn't we do the same with humans. Euthanasia is a hotly contested issue in this country.,1,1
"I feel that gay marriage should be legal everywhere. As a lesbian, I strongly believe that the LGBTQ communities should have the same rights as the rest of the population because there is nothing different about their relationships. The issue of gay marriage needs to stop being an issue in the United States because there are a lot more pressing problems this country is facing that need to be dealt with. Gays deserve the same protections that straight people enjoy.",1,1
I think our policy in the United States on migrants should definitely be looked at. I think there is a legal way to enter this country that must be followed and that we do need strict background checks on people wanting to enter the country. I also think that there are many reasons people would come here seeking asylum and we should want to help these people. Our country is a country of immigrants and I think we have forgotten about all of that as the country grows more divided.,0,1
I definitely think that cannabis should be legalized. States can make a lot of money off of legal cannabis sales that could be put towards education or public safety. Cannabis is not a dangerous drug and has many health benefits that could improve the quality of life for many people. Legalizing cannabis would also keep people safer by keeping them out of high crime neighborhoods where they may have normally gone to purchase cannabis.,0,1
Abortion is killing of an unborn child. It should never be allowed under any circumstances because life starts at conception. It should be banned and no government money should be used to support it. The child's heartbeat starts at 6 weeks - how can this not be considered a living human being? This is clearly a human and should not be allowed to be murdered.,0,1
"People who have terminal illnesses should be allowed to choose their own time of passing. I do not think that people with mere depression should be allowed to do that, because they can be helped and depression is often temporary. I know someone who was dying of cancer and he shot himself before it got too awful because it was an easier and faster way to go. He did it after visiting his friends and making his goodbyes. Being able to have a more peaceful death and less messy would be better and we should not force people to suffer. It needs to be clear though and not forced on others.",1,1
"I think that any two people who are in love should be allowed to get married. We should not judge people on who they love and we should not restrict marriage by religion. If a religion does not want to allow it that is fine, but the government and taxes and all sorts of things should not be determined by religion. People are not bad just because they happen to love someone of the same sex. Your sexuality is determined by genetics and should not be discriminated against by government.",1,1
We need to police our borders. Migrants are coming in by the thousands and are committing crimes and living off of the welfare state. They are taking jobs and money from us. We need to send them back to where they came from and not keep them here. This country cannot afford to have tens of millions of illegals taking jobs and money from hard working americans.,0,1
Pot should not be legalized. It is a dangerous drug and is the gateway drug to many worse drugs. Pot heads are lazy and do not want to work. They also are not safe to drive and many jobs cannot afford to have stoned people doing them. We need to keep this drug illegal so that we can keep Americans safe. It is a dangerous substance. All drugs need to be illegal in this country and we need to block the border and keep them from coming in. Users should be locked up and given treatment so that they can stop using these drugs.,0,1
"Abortion is a crime that should not be permitted. Human lives need to be protected, even if the person causing harm is the mother. Humans should not be permitted to make the decision to kill someone else, when that individual has not committed a crime, is not in pain, and has not been given a moment to defend themself against the murderous crime of abortion.",0,1
"At times there is no guaranteed medical treatment to severely suffering events or illnesses. In that case, and with the consent of the patient, medical professionals should be able to do euthanasia. As a similar decision to coma or non-responsive patients, or DNR cases, individuals should retain control and decision-making over their own life. In the case that there is a potential solution to the pain, I return you to the case of DNR that permits someone to die even if extreme measures could prove life-saving.",1,1
"Gay marriage is an acceptable practice. Marriage is purely a construct to encourage adherence to social structures. It offers incentives about family structure, finances, and permission to make decisions and protections for another person. Regardless of the gender dynamics, two individuals that are not related and unable to get preferences that way, should be able to enter into such a contract. To deny them that right as gay marriage is to show gender discrimination.",1,1
"Migrants should systematically be removed from the country, as they use up substantial tax dollars without contributing to the US tax cycle themselves. Incoming migrants should be held at the border and forced to go through the same long and arduous role of requesting entry that migrants before them have committed to. It is not a fault of the nation if fewer migrants are admitted now, than before when it was primarily European migrants. The reason for that is simply that our country is more full and cannot sustain immigration at the rate it could when this country was founded.",0,1
"Cannibis offers a lot of risks to health and public safety, at a higher risk than alcohol. It should not be legalized because we cannot control the distribution. Similar to tobacco, cannis can be deadly as an inhalant, and individuals cannot be trusted to regulate themselves out in public or behind the wheel if rampant marijuana use was permitted. This country should not be contributing to, or encouraging, the growth of illegal substances.",0,1
This is illegal. Terrible. I do not believe any human should be put to death. This is not the right of the carrier.,0,1
"This must be the decision of those close to the patient. If there is any hope, then this is unacceptable. If the patient is suffering and can not be cured this is okay. This is a last resort.",1,1
I believe this is completely acceptable. It's completely fine to get married to whomever you like You have the right to decide on a gender. Its noones decision but your own.,1,1
They should come to the country. Migrants are important for diversity in our country. They need a place to stay and we should provide for them. i am in favor of migrants.,0,1
Cannabis should not be legalized. It is a huge distraction and makes people lazy. It also makes people anxious and addicted. Not a good thing.,0,1
"I believe that women who face an unwanted pregnancy should have the right to decide whether or not to keep the soon to be infant. The heartbeat of the infant doesn't start until 10wks gestation, so essentially the woman would be just aborting a fertilized egg.",0,1
I believe that people of sound mind with a terminal illness should have the right to self-terminate. Not everyone has to suffer to live a fulfilling life. I also believe the humane euthanasia of animals is both moral and ethical.,1,1
"A romantic, committed, adult relationship between two people is my definition of a marriage. Whether or not the couple is of the same sex is inconsequential and not important in the big picture. Therefore, same sex couples should have the same rights as heterosexual couple.",1,1
"All migrants should stay in their own country and apply for citizenship before entering the U.S. Application should be free, but migrants should pass a test that they have to purchase in order to become a citizen of the U.S.",0,1
I think we should continue with the policy of cannabis of being illegal. There have been many studies performed about how the use of cannabis by children/teens slows the growth of the brain. Legalizing cannabis will contribute to a population of lower intelligence.,0,1
"Abortion should never be legal, for any reason. Babies have life from very early on in the womb, and for that reason, they should not be killed. A baby doesn't have the ability to choose to live or to fight for itself and its right to live, so others have to fight for those unborn children. It is not right to kill anyone, for any reason, and that includes unborn children.",0,1
"I understand the desire of some people to want to be able to choose to end their lives how and when they choose, if they have some sort of debilitating, life-long disease that they will not be able to be cured of. I would ask that these people consult with a number of resources to ensure that nothing can be done to give the patient more comfort or improvement from his or her disease. I would also want the patient to meet with a psychologist to ensure that there are no underlying mental problems outside of the impact of the disease that are a part of the patient's decision. Given these factors, if the patient chooses to end his or her life rather than live with their disease, I would like to see the creation of organizations that would help the patient and his or her family through the process so that no family member has to be burdened with ending the life of a loved one.",1,1
"I believe that gay marriage should be allowed in all states and countries. People love who they love, and they should not be judged or excluded because the person they love is the same gender as they are. As long as a relationship is consensual and respectful of both parties, no one outside of the relationship should have any right to stop the people from people in a relationship. Churches should be allowed to deny marrying gay couples based on the belief system of that church, but they need to do so respectfully. All other businesses should be asked to respect all relationships, but should also be allowed to deny service if it goes against the beliefs of the company overall. Such decisions, however, must be made publicly known, and must be done in a respectful manner.",1,1
"We shouldn't be letting so many migrants into this country. They don't know the American way, and therefore they threaten our culture and traditions. This country has a long, proud history, and it shouldn't be changed by outsiders. We also have to worry about the crime and danger that these new people would bring into our countries. We can't risk these criminals coming into our country and hurting our people.",0,1
"Cannabis should not be legalized. It is a dangerous drug that can be very addictive, and we don't want that drug to be easily in the hands of our citizens. Legalizing cannabis will also lead to more cases of people driving under the influence, and that will only make our roads more unsafe. We need to protect our citizens from addiction, car accidents, and other bad impacts that will come if more people are able to use cannabis.",0,1
"Abortion is the right of the mother, if she wants to kill her child then she has a right to do so. The father should have no say so in the killing of his child. A women should be allowed to kill as many children as she sees fit.",0,1
"I guess I would say it should be up to the patient. If the patient is for sure going to die, maybe it should be up to them if they get to die a painless death. If it is for sure going to be a pain full death, the patient should be allowed to die with their dignity.",1,1
"I believe Marriage is between a man and a women. Marriage is a religions ceremony. If a gay couple would like to have a civic ceremony, then that is up to them, but I would prefer it not to be called marriage. In the Bible Marriage is between a man and a women. This is just my opinion and I certainly would never force my opinion on anyone else.",1,1
The US can afford to pay for as many migrants as possible. We should open the borders with out any inspection or screening. We should give them all free health care and let them all get on our welfare system. The US citizen will pay for it all in our taxes.,0,1
Cannabis should be legalized everywhere in the united states. If people want to drive around high or take care of there children high it should be their right to do so. The government should have no regulations on legalizing Cannabis that way kids can get high too.,0,1
"Abortion should not be allowed because sex should only ever occur for the reason of procreation. Everyone should remain abstinent until they are planning to have a baby. After you have a baby, you should return to abstinence. Abortion could be allowed for medical emergencies, since the mother cannot make more babies if she dies in pregnancy.",0,1
"Euthanasia is a very complex topic. If you're in pain and dying, it seems right to be able to go out on your own terms and in a less painful way. But it's such a serious matter since it's a decision with no possibility of reversal. If someone is coerced into euthanasia, or isn't 100% sure about it, there is no fixing it. I'm not sure of where I stand on the issue because of the possibility of abuse. It does seem like you should have the right to decide your fate.",1,1
Gay marriage is a human right. LGBT people deserve the same rights as heterosexual people. Same-sex marriage is an important step for equality and should be legal everywhere. I 100% support same-sex marriage.,1,1
We should have completely open borders. So should every country in the world. People should be able to migrate freely wherever and whenever they want. Borders are not natural and go against the way our ancestors live. We should keep every country completely open for all.,0,1
Cannabis should be outlawed because it is morally wrong. Cannabis is not something good people partake in and therefore should not be legal. Cannabis consumption goes against biblical teachings and is a sin. The legalization of cannabis is a morally bankrupt position.,0,1
