Text,True_Label,Predicted_Label
"i do not support the Wall. it cost too much money. Yes those people came here illegally , but they ran from horror to come here - thats why we should help them in any ways possible, including free insurance and government support, paid by taxpayers.",0,1
"i have mixed feelings about this topic - i agree with using it in medicine, but not in daily life activity. People grow and face you life without the help of some substance.",1,1
Every child has a right to life. One's life starts at conception. Killing a fetus is murder. Expecting mothers considering abortion should go to a clinic and listen to their child's heartbeat. Only a heartless person would end their baby's life after that experience.,0,0
"While I'm conflicted about it, I think it's alright. People have the right to choose to end their lives; it's not my call to judge. No one should be able to force someone to live when no one asked to be born. This is especially true for terminal illnesses that worsen with age. Often, it can be humane.",1,1
"I support it and think it should be legal everywhere. I consider myself LGBT, so I have a personal investment. The institution of marriage is flawed anyway, and didn't originally start as a religious practice, so I don't like the argument that it should be ""kept sacred."" Same-sex couples still need the benefits of marriage like tax benefits and family visitation rights, and not allowing them to marry is discrimination.",1,1
"Too many immigrants cross over the border illegally. They cause all sorts of problems and take jobs from American citizens. Some of them even smuggle in drugs and weapons. I support stricter policies and reduced immigration quotas, along with increased border security.",0,1
"Keeping cannabis legal doesn't make sense in a society that allows alcohol and cigarettes. It's not that bad for you, and people are going to smoke through back alley means anyway. Legalizing marijuana makes it more likely that people will buy from trusted sources. The laws against it only serve to promote ""tough on crime"" propaganda that unfairly targets minorities as victims of the law enforcement system.",1,1
"Abortion is wrong and a sin, a baby is a live person before birth so getting an abortion is murder no different from killing a new born or grown up person.",0,0
I believe if people have an incurable terminal illness or debilitating condition they should have access to euthanasia. People their bodies and lives so should be given the choice of what happens to it. Obviously healthy people should not have access to this.,1,1
I agree with letting gay people marry. Marriage equality isn't technically an LGBT issue it is a human rights issue as every adult should be able to enter a consensual marriage with another adult of their choosing.,1,1
"Migrants legal or illegal benefit the country as they enrich our culture and diversity. They make our country stronger and make progress,",0,0
"Cannabis should be legalized fully as it is less harmful than alcohol and has many healthy benefits. The industry will also help create jobs, increase government tax revenue and help reduce illegal drug issues.",1,1
Abortion isn't important. Any opinions were settled in 1974 in Roe V. Wade.,0,1
"I believe it is an individual's choice to die when they choose if they wish. In fact, I think it is the most important decision a person can make. If one is suffering, one should be allowed to stop the suffering. I only fear for the doctor who has to perform the operation, and I understand that some doctors feel this violates the hippocratic oath.",1,1
"Gay Marriage is wonderful. In fact, I think it's better to just call it 'marriage.' If two people love each other, they should be allowed to express that love publicly and receive benefits for doing so. At this point, anyone against gay marriage is just wrong.",1,1
Migrants are also not important. Immigration is a system that is beneficial to the country. We should allow more legal immigrants into the country.,0,1
"At this point, cannabis should be legalized for study. The only thing holding it back is that there is no test for sobriety. If law enforcement/users were able to test for that it should be legal. Full stop.",1,1
"I totally disagree with abortion. The mother's life is always less important than that of the child, no matter the situation. Abortion is morally wrong, and we should not allow it to remain legal in any state. The mothers put themselves in this state, they should be made to take responsibility for it.",0,1
"I believe in euthanasia. If an illness has progressed to the point that recovery is impossible or unwanted, then the patient should have the option to pass on peacefully. It is a twofold benefit: it relieves them of their pain and suffering, and also keeps unnecessary medical spending at a low, ensuring that the supplies that are going to them are used in more necessary situations. Religion should not be able to legally stand in the way of euthanasia.",1,1
"I believe that gay marriage should be legal and socially accepted everywhere. Homosexuality is becoming more socially accepted as time goes on, so we might as well make their unions legal and offer them the same stability and freedoms that are granted to heterosexual couples. I also believe that the right to adopt children should be granted automatically to same sex unions, instead of being the issue that it is. There is no evidence to support that a same sex couple will be any better or worse than a traditional couple.",1,1
"All immigrants are actually criminals. Whether it's just from illegally entering the country, or if they are actually bringing a criminal history along with them, they are committing crimes and we should stop them before the crimes affect us. They are also draining the lifeblood of this country in their lack of paid taxes and their taking jobs that rightfully belong to hardworking Americans. If they really want to be American, they should start before they leave, no matter their financial situation.",0,1
"I agree with cannabis legalization. Cannabis has its own side effects, and it can create its own dependencies, but it is safer by far than alcohol. It also has a wide host of medical uses, and can assist in many disorders, mental and physical. It can also be a good source of income, both for the state and the individuals involved.",1,1
"Abortion is terrible you are killing a living baby. I do not care if someone is raped, they should still have the baby. Abortion is against God's will.",0,0
"This topic is highly controversial, however, if someone is in a vegetative state they should be allowed to have euthanasia. Also, now more and more people are having living wills that state if they are in certain physical or mental conditions to pull the cord. Doctors should not be prosecuted for performing euthanasia.",1,1
I believe that people should be able to marry whoever they want. Love cannot be determined by the legal system. Love comes from the heart and no matter the sex people should be allowed to do what they want.,1,1
Migrants are here illegally and killing and raping women. They should all be arrested and deported. All migrants do is bring down society and cause problems. This is America not Mexico.,0,0
"Marijuana is a natural drug and far less dangerous than alcohol or other drugs. By allowing for cannabis to be legalized that will decriminalize the position letting for fewer people to be incarcerated. Also, cannabis will then be able to be taxed thus supporting the local economy. Also, cannabis has a lot of beneficial natural properties that help with people with pain, mental issues, etc.",1,1
"I believe that abortion is morally and ethically wrong. I believe that life starts at conception and that once the sperm and egg are united, a human soul comes into existence. I think that abortion should be illegal in all cases except the rare case where the mother's life is at great risk if she doesn't have an abortion. I think cases of teen pregnancy, rape, out of wedlock pregnancy, or any other reason besides risk to the mothers life are no excuse for having an abortion.",0,1
"I have mixed feelings about euthanasia. On the one hand, I don't believe that suicide is a good thing. However, in cases of people who have terminal illnesses and are suffering greatly, I believe they have a right to end their own suffering. I think that having a professional help them to end their life is a safe, human, peaceful way is better than patients trying to take their own life.",1,1
"I believe that gay marriage should be legal. While I don't condone gay marriage morally, I don't judge the lifestyles of people whose beliefs are different from mine. I think gay couples have a right to take advantage of the legal benefits that marriage provides. I think they have a right to be in gay relationships and not be discriminated against or bullied or outcasts. I believe they should be embraced with love.",1,1
"I think that increase of migrants to our country is threatening the American way of life. Immigrants are taking away resources from US citizens. For example, they take away jobs from Americans and are a drain on the welfare and social services systems. They don't integrate well with American culture and often don't even bother to learn English. I think it's very important that we reduce the number of migrants to our country by stricter laws and border security, including the building of a wall.",0,1
"I believe that cannabis should be legalized for medical use for everyone. I think recreational pot consumption is harmful to health but, so are cigarettes and they are sold. So I think that recreational pot should be legal as well. However, I do think that there should be an age limit imposed on it and that the age to purchase pot should be 21 or over.",1,1
"I think that anyone should be allowed to have an abortion at any time. Even if a woman is 34 weeks pregnant she should be allowed to kill her baby if she wants. I mean, it is her body!  It's her body and the baby doesn't matter. And if she doesn't want her baby and she doesn't want anyone else to have her baby then she should be able to have an abortion at any time.",0,1
I believe euthanasia should be legal within boundaries. If someone wants to die then there should be avenues they can take to humanely allow that to happen.,1,1
"I feel marriage should be between a man and a woman. However, I'm not sure how I feel about it in a civil sense. I don't think gay marriage should be legal but I do feel that they should be provided protections in a lawful way because they deserve to be protected also. My religious views do not mean that I want gay couples to suffer.",1,1
Migrants don't belong in this country and they need to go back to where they came from. This is the USA and we can't be having all these illegal immigrants trying to take over the country and draining our system. They should be sent back where they came from.,0,0
"I know that certain states have legal cannabis, but I've read conflicting info on it. I do believe that weed can be a medically superior product, but I'm wary of how the legalization process has muddled all the waters and made even medical marijuana less safe. For now, I would say that it should be legal within certain boundaries/rules.",1,1
I believe abortion should be legal at any stage of pregnancy. Women should have the right to decide what should happen to their bodies. No one should be able to decide what is right for another person. Abortion being legal provides women with a safe place to go when they want to terminate an unwanted pregnancy.,0,1
We euthanize our animals when they no longer have a quality of life. I believe we should extend the same rights to humans who are suffering from an incurable disease and wish to die. We should be able to decide when our life will end. Therefore I support euthanasia.,1,1
I believe that Gay Marriage should be legal in the United States. Being Gay is not a choice. It is biological. Gay people should have the same rights as other people. Therefore I support Gay marriage.,1,1
I believe that the United States should allow all immigrants into our country. Immigrants just want a better life like all people do. We are the richest country on earth and have the resources to help people. Immigrants make the United States a better country.,0,0
Cannabis should never be legalized. Cannabis causes people to become apathetic and unproductive. It can be a gateway to harder drug usage. Cannabis use can affect the brains of young people. Cannabis today is so much stronger than the cannabis of days past. Cannabis can cause a variety of health problems such as lung disease. Therefore I oppose the legalization of cannabis.,1,1
Abortion is against religion. It's the woman's fault and she should live with the consequences.  The fetus has human rights. Abortion is against human nature.,0,0
A way for a person to let go of their life they no longer wish to have. A practice that is illegal in many countries but are sought out by people who wish to use it. Not a fairy tale ending. The only way out instead of suicide.,1,1
"Gay marriage is the right to marry the person you love irregardless of their gender.  People who wish to be married are given the right to marry. I have two relatives that are in a gay marriage and are completely happy. Gay marriage is nothing bad or terrible, it's just another persons way of living.",1,1
Migrants need to be sent back. Need to be detained until they can be deported to their home country. They are taking our jobs.  Why can't they stay in their own country instead of taking our revenues to their home without being taxed?,0,0
A harmless herb that helps peoples psyche. A way to keep the drug cartel from making money on the least dangerous drug. Cannabis is the least harmful painkiller than other leading drugs. Cannabis is not addictive.,1,1
Abortion should continue to be a legal and private decision made by a woman. I have mixed feelings about a man's right to that unborn baby. I feel he should be able to stop an abortion if he legally agrees to keep the baby even if the mom does not want it. I don't agree at all with NY state newest abortion bill allowing full term babies to be killed. 20 week cutoff,1,1
Euthanasia is murder. It is against God. Euthanasia is against the medical ethics codes. Euthanasia is not natural and should be stopped. This is a hate crime and close to suicide.,0,0
Gays are bad and the bible says so. Gays should not get married because it is not natural. Gay marriage should not be recognized in US. Gays are mentally ill,0,0
I believe in legal immigration. I think illegals should be persecuted to the fullest extent of the law. I believe in walls and due process. walls are not immoral. Breaking the law is immoral. I say to migrants who are illegally trying to enter the country to go find some other country that wants illegals. We have enought citizens here.,1,0
Its fine. stop filling up our jails with pot smokers. ANd lower the cost of medical marijuana. That cost is completely ridiculous. I don't think legal pot is a big deal.,1,1
Abortion should remain legal in the US. It is vital to maintain women's freedom from the mental and emotional shackles of unwanted pregnancy. It is forward progress toward resolving the problem of overpopulation. It helps women maintain lower healthcare costs over their lifetime. And it is a very important option for those too young to fix the mistakes of youth.,1,1
"Euthanasia should remain illegal for many reasons, but the primary one is that you would always be sentencing somebody to be a killer for hire no matter what you do. Even if machines are made to do the dirty work, somewhere someone has to give the yes or no and therefore becomes responsible for a death. And in the setting of prisons and inmates, it's even more unsettling because there are so many incorrect/messed up legal cases that you risk killing an innocent person. Legal killing has too many loose ends",0,0
Gay marriage should not be legal because it's not necessary for same sex unions to be recognized by law. There will be no biological children so legal rights aren't necessary. And you can go down to the courthouse and get power of attorney for things like the right to see your partner in the hospital etc if they're ill. Marriage is a largely religious institution anyway and since gay unions take place outside of that realm marriage should be left to the religious.,0,1
"The united states were literally created by a bunch of foreigners. Anyone should be allowed in to any country, especially ours. And the process to become a legal citizen should be streamlined but a LOT. If more people had the opportunity to become legal citizens without massive legal hoops then we would have no crisis to speak of",1,0
"Cannabis should be legalized for many reasons. Not the least of which that it has been should to help so many people suffering from addiction to actual harmful substances. If it hadn't been so racially stigmatized, and liked up with the idea of being deviant and low class I think more people would be interested in using it for its many benefits. It's been known to help with cancer, and many other incurable diseases. Not to mention it's basic use as an alternative to alcohol would improve the health of many by so much.",1,1
I feel that there are circumstances for abortion but not as a form of birth control.I am ok with it if it happens in the 1st trimester. Anything after a certain point is not justifiable. Especially after the midpoint I believe that it is a feeling human and is considered murder!,1,1
"This is such a horrible practice. It is basically murdering but with ""empathy"" so they say. I think it should be illegal because the person is basically asking for assisted suicide which is against many religions. Plus it's would be a work around for the insurance money.",0,1
It is against the bible. It is not natural to be with someone of the same sex. You are unable to procreate so what is the point. Plus I feel people would get married just to get the same rights that married people get like health benefits etc.,0,1
I think migrants should be welcomed in the US. However they need to do so legally as my ancestors have. I also think it is important for individuals and family's to acclimate to where they live and speak the language. It is possible to keep your culture and heritage but also to embrace the culture of the country that has taken you in.,1,1
I think it would be beneficial to legalize cannabis throughout the states. There are many benefits to this herb and a lot of people would seek relief from the use. I also think it would help stop our horrible opioid crisis by giving an alternative solution. Better then alcohol!,1,1
"I think abortion should be a choice with limits. I don't believe in late term abortion at all; if you are past ""tadpole"" growth, it is too late. I do believe that women should be allowed to have an abortion especially if they have been raped because it is a terrible thing to ask someone to carry and give birth to a child after being worse to have sex. I think, also, if a pregnancy is deemed to put the mother in a life or death situation than they should have the right to abort; but there again not once they have gone past a certain point.",1,1
Euthanasia is harmful to sick animals. Euthanasia is very painful to the animal that is given to. Euthanasia is absolutely a wrong way to put animals to sleep. Euthanasia has terrible medicines and would make the dying drawn out.,0,0
Gay marriages is not true marriages. Gay marriages are fake and real in the world of marriages. Gay marriages are discussing and makes people turn their heads with discuss. Gay marriages should definitely be allowed.,0,0
"I think the US is formed on migrants and I don't think we should stop allowing them to come to the US. I do think that if they come illegally, then they committed a crime and should be punished by sending them back to where they came from. There are a lot of migrants that try to come to the US legally and I think that illegal migrants put a bad image on legal migrants. Migrants give so much to the US and I think we can all benefit from them.",1,1
"I think cannabis should be legal plan and simple. You never hear of a death from cannabis, unless it's been laced with some other drug . Cannabis has so many benefits in the medical world and I don't think that people should have to suffer because cannabis is not legal. If we took a place out of Colorado's cannabis handbook, you would see that they don't really have any problems with it and the tax monies that they receive from it has really helped the state.",1,1
Abortion is a personal choice. For myself I could not do it. I understand in cases of rape or severe birth defects or the mother's health it is an option that I am sure is not easy to make. If used to terminate a life just because it's not wanted is heartbreaking since there are other choices like adoption available. One should take responsibilities for their actions.,1,1
Euthanasia should not be allowed. Every life is important and God should decide when you die.,0,1
Gay marriage is immoral. It is not a real marriage in the eyes of God.,0,0
I believe there are laws one must follow to immigrate to a country and should be followed. Entering a country is illegal. The country must have order to protect the citizens and those entering the country should meet criteria and laws before gaining entrance.,1,1
I feel cannabis should definitely be legal for medical uses. As recreational use I believe it should be controlled like alcohol. No driving or working. I do not feel it is an addictive drug and actually safer than alcohol use. Up until now it has been considered a drug which makes it illegal and hence becomes a part of crime and it could all be changed if it was legal. The taxes would be a plus for the government also.,1,1
I am pro-choice. I believe people need to have a choice on whether or not they should have an abortion. I donp't believe it should be up to the government or others to decide if a person should have an abortion. I do believe it should be limited to a certain time frame unless there are medical complications.,1,1
Euthanasia is murder and cannot be legalized. There may always be a chance for a person to recover and simply giving up and dying or killing yourself prevents any chance of a miracle happening. If we allow euthanasia others may use it to kill people. We cannot let that slippery slope happen.,0,1
Allowing same sex couples to marry will be the downfall of our country. Religious institutions will crumble once these people are brought together in the eyes of the lord. Homosexuality is a sin and we should not be rewarding or celebrating it. It is a mockery of God.,0,0
"Migrants are the reason we are able to have an economy that is as reasonable as possible. Without their contributions to the labor force, many things would be much more expensive. They are unfairly treated right now and the building racism against them is disgusting. We need to do more to provide a safe path to citizenship for people from other countries",1,0
This is something that should have happened all over the country decades ago. It is so silly such a harmless drug is still banned in many places while something like alcohol isn't. The legalization of medical marijuana is definitely a start. But people that want to use it recreationally shouldn't have to feel they are doing something wrong.,1,1
"I feel that women should be allowed to do with their bodies what they wish. It is their body to make a decision about and no one else. That being said, I think abortion should be legal and women should have it as an option without stigma. Since it is a choice affecting mainly her and it's her body that would be harboring the baby, the government should let her make the choice. Religion should not be allowed to shape laws on this because not everyone follows the same religion.",1,1
"I think euthanasia should be illegal. Even if a person is suffering a life ending illness or is in a coma, it is not lawful or morally right to euthanize them. Multiple religious texts forbid committing suicide, which is what a patient wanting to be euthanized would be doing. A person should live their life and instead hope for a cure or do what they can to make their life worth living. Since you only live once, they should think of their family and how they would be missed and what they could be contributing instead of being selfish and wanting a way out of this world.",0,1
"I think gay marriage should be illegal. If you read in multiple different religious texts it bans gay marriage saying that it is one of the signs of the fall of humanity. Humans were put on the earth to procreate and a gay marriage cannot do that. Men and women were made for each other, not man for man or woman for woman. It is crippling the moral compass of this country and opening a door to even worse things such as pedophilia and bestiality.",0,1
"I feel that we should welcome people who want to immigrate here. We as a country were formed of people migrating here from England to escape religious persecution, so we should naturally be welcoming of immigrants. I feel we should do what we can to help people who want to enter this country by making the process as clear as possible and offering materials to help them with what they might need for the process. Yes, I think we should take steps to make sure we don't welcome people without checking their background, but I don't think we should ever assume that all migrants are bad.",1,1
"I think cannabis should be legalized. It seems to have no lasting ill effects, and it seems to have a lot of medical benefits. It is a natural plant, which makes me more trusting of it than a synthetic material. Plus, the government could legalize it and then tax it, which would help get out of this debt we are in. There are so many people who use it already without ill effect that it doesn't make sense to keep it illegal when it's legal in certain places.",1,1
"A woman becomes pregnant, and her body is affected, so it's a woman's right to an abortion. There is no way of determining whether the woman is pregnant due to consensual sex, or if she was raped. It is immorall to force a woman who was raped to carry the child of her attacker, and so it is immoral to make any woman carry her pregnancy. Plus with genomic testing many terminal illnesses can now be identified prior to birth. It should be the parent's choice whether they want to have a child that will only experience suffering befre death, or if they want to be merciful. I don't believe a fully-grown fetus (past 6 months) should be able to be killed. If regulations and stigma were dropped regarding the practice, and every woman had equal access, I don't think that this would be a problem anymore.",1,1
"Euthanasia should be illegal. Making murder legal is a slippery slope. These old sick people are too mentally impaired to choose the best decision for them. So even the ones that want to die shouldn't be allowed to. Medical cures happen everyday. What if someone was euthanized, and then the next day a cure were developed? It would be too late.",0,1
Gays should not marry. It's not right according to the bible. We should follow the bible even though it was written thousands of years ago by men who lived in an entirely differently society as ours. They obviously were being spoken to by God. The gays marrying is undermining our society because only a woman and man know how to show love. Plus it wouldn't have been Adam and Eve in the beginning.,0,1
"our country is founded on the work of immigrants. Unless you are a Native American, you are an immigrant-you just have to go back far enough in your ancestry. Why do people that came here early have any more claim or right to be here though? Immigration makes our country more diverse, creative, innovative, and overall better. Not only is increasing immigration the moral decision, but it is also the smart one.",1,1
"Cannabis was only outlawed on racial prejudice ideologies. There has never been any research that proves marijuana is harmful to the one using it, or to society in general. It was only outlawed so the police would have an excuse to arrest young black men. No laws based on racism should be a allowed to exist. Not to mention marijuana carries medicinal properties, and is way safer than most of the drugs that pharmaceutical companies are already selling. It has the ability to ease the pain of many sick people, without the horrible side effects that some of these drugs have.",1,1
"Abortion as a legal medical procedure is a women's right. It is one that personally I could not carry out, but I do understand why women do it. I think it should only be for medical reasons or if a mother's mental well-being would be severely affected if she carries the life to term. Still, we are fortunate to be in a time where mother's can make this decision and not harm or kill themselves in the process. Abortions as a form of birth control is unethical and inconsiderate of the potential life inside a mother's womb. I believe we need to educate women and men alike.",1,1
"This should never be an option. How is someone to know when they are ready to end their life or that their pain is too great or too pointless? It is selfish! Also, what if they could be miraculously cured or what if this is used by family members to end lives when they no longer want to have to deal with a suffering family member? It is not worth any supposed benefit to humanely kill any one person.",0,1
Gay marriage is so wrong. God intended for a woman and man to be together. He made no mistakes! Yet here we are in a time where the institution of marriage as a sacred ceremony blessed by God is being threatened! Why can't we just leave marriage alone? It should be for a man and woman.,0,0
"Migrating is a part of American history and immigrants continue to be the backbone of this country, whether some would like to admit that or not. Legal migration, along with those seeking asylum should not be condemned for wanting a better life and the process to obtain citizenship should not be so lengthy when most Americans barely know what migrants are required to know!",1,1
"I'm all for it... in moderation and as long as age appropriate rules and regulations can be set in place. Kids going behind the law to smoke marijuana is more dangerous than simply having it legal; however, I wouldn't endorse it for teenagers. I think it is okay for adults who don't rely on it to function or who openly smoke around their children constantly. Education and moderation is everything, plus this would be a great source of income for America and it is not a dangerous drug like crack or cocaine.",1,1
I think the women should have a right to decide on abortion  it is they who know best about there child or there situations sometimes they have to decide to abort because of various inherent reasons also because of the foetal conditions,1,1
we cannot see our loved ones suffer so its better to free them some patients cannot take the suffering and are better off if put to sleep everyone cannot bear the costs of something which cannot be cured old and weak patients suffer immensely so its better to free them,0,0
everyone should be given right to choose and live how they want if one feels happy with someone we should not restrict them people suffocate themselves with closed identity having a gay marriage and being able to live there lives frees people,0,0
migrants go thru a lot to survive in a new land there should be rights to protect them and make there lives easier some rules make it tough for them to survive if laws are made easier then they dont have to roam illegally,1,0
cannbis is being smuggled and used if legalized we can restrict smuggling of it moreover legalization can allow use thoughtfully we can restrict its consumption it is also needed for medical purposes and will save lot of lives,1,1
"I think abortion is completely okay. I believe having a child is beautiful, but it must be done when you are absolutely ready for one and all the responsibilities that come along with it. Too often, I see children neglected on an everyday basis by parents who are very obviously not suitable enough to be a parent. I think having a child should be a planned experience. Meaning, if you accidentally get pregnant, or were assaulted which resulted in you becoming pregnant, there is absolutely nothing wrong with getting an abortion. I don't believe a baby is alive until it is nearly out of the womb, and I'm talking days before. I'd like to meet one person who remembers their time in their mother's belly. It's simply not possible. It's not yet alive. It's not murder. It's doing the right thing for the right person.",1,1
Euthanasia is fine. Cases of euthanasia being used on someone who has later been proven innocent are very few and far between. It's an effective method. It makes people scared to do crimes.,0,1
"It's wrong. Gay marriage is an abomination. Gay people are sinful and are possessed. They are not truly gay, they can be saved still.",0,0
"I believe migrants are not dangerous people, for the most part. They add a lot of benefits to the economy. Many people are misinformed on migrants. At the very least, we should treat them humanely.",1,1
"Cannabis is a plant, and a very beneficial one at that. It's been proven to help with pain and sickness. It also helps those with mental disorders like depression and anxiety. I don't believe one should operate heavy machinery while under the influence of cannabis, but that goes for any drug, really. It should be legalized in all states.",1,1
"I feel that women should have the right to get an abortion if they want within reason. For example, if they are raped then they should not be made to carry a child as a reminder to the tragic event that happened to them. I also believe it is okay as long as it is within the 1st trimester. Anything past that is just murder.",1,1
"I believe euthanasia should not be allowed under any circumstances. Whether it is an elderly adult human or a suffering animal. None should be put down this way like a piece of trash. Nature will decide when it is their time, not us.",0,1
"Gay marriage is not something that anyone should think is okay. According to the bible it is a sin to be a homosexual in the first place, let alone get married to someone of the same sex. If this is allowed, then what kind of message is that sending to the kids of today? Men belong with women and vice versa. Let's not award that sin by allowing them to get married legally.",0,0
"I believe that all migrants should be screened just like anyone else looking to enter our country. Anyone with a criminal background should be denied. I understand the horrible situations going on in other countries and their need to escape that in hopes of finding a better life for themselves and their families. I don't think that the wall at the Mexico border is necessary or that it will stop anyone from entering the same as they do now. If they want to get in or out, they will find a way.",1,1
Cannabis has many wonderful purposes and I think it would be a great thing if it was legalized. It is all natural and helps so many people. It is not addictive or a hard drug unlike so many other things people do in their free time. It would be a great alternative for both medical purposes and for leisure to be able to smoke freely.,1,1
It is a womans right to chose. Nobody has the right to make that choice other than the woman. Why cant you let a woman choose? It's only a dead baby calm down.,1,0
You are murdering loved ones. Do you want to send mom to hell? It's wrong because god told me so. Satan doesn't need more souls.,0,0
Stupid fags should burn in hell. God gets all the sinners.Do you like the Catholics? It ruins it for the normal people.,0,0
We are all migrants. Why do you hate people? If we make everywhere the same economical status we can all move where we want. hate is a hard thing to fix.,1,0
"The drug war is a failure. It is from the earth and helpful to some. It is a plant, calm down. Have you ever tried it?",1,1
"Abortion is okay, it's no big deal. You can live your life how you want and who wants kids anyway? Whatever you decide to do with your own body is fine, it's just a lump of tissue it doesn't have any kind of feelings at this point and even if it did why would you want to bring a fetus into this horrible world that you hate too, anyway? You can just do what you want, whenever you want and no one has to worry about the consequences.",1,1
"If I choose to let someone kill me why is that a problem to anyone else? And if my Aunt Tillie is laying in bed for more that 3 years on a respirator and has a lot of money I've been waiting for shouldn't I have the right to choose her fate? Also if my brother who had Lou Gehrig's disease and lived 30 years in spite of it (outliving his doctor) shouldn't his wife just gone ahead and pulled his plug years ago? Instead of running around with him in his wheelchair while he created symphonies, coached little league, and football teams to championship?",0,1
"Who cares if people of the same sex want to get married? As long as people are in love they should be able to marry whoever they want to marry this includes same sex, cats, dogs, their grandmother if they want. Does it matter really who marries what? If people who hate other people based on their sex want to just marry the people they like, why should they have to learn tolerance like the rest of us? Just hate that other sex and marry your same sex!",0,1
"Migrants are only here to steal the jobs of rightful Americans, they're taking all our food and resources and should just go back to the country that they left. Who cares if it's in war, or poverty or if their own family was trying to kil them? That's their problems not ours! They should just go back and face whatever problems they have, I mean we have to fact problems everyday like finding a job that's been stolen by a migrant right?",1,0
Cannabis should be legalized because everyone does it anyway. Why put someone who is stoned all the time in jail with rapists and murderers? Shouldn't they just be allowed to smoke and grow pot whenever they want and to sit around in their living rooms playing video games all day while their wives work? How many people who smoke pot ever hurt anyone? Has anyone ever done a study on that? I mean they do nothing all day but get high and then eat alot.,1,1
"I find abortion very immoral and not a good thing for anybody, but i do understand that there are cases where abortion is necessary and sometimes just the right thing to do. I would favor most options before abortion. i would not like it to become a burdon on the mother.",1,1
euthanasia should be made available to anyone who wants it. we should encourage people with critical diseases and a short time to live to get it over with. this will make more resources available to people who have a better chance of survival and not waste money on people who are going to die anyway!,0,0
gay marriage should not be allowed and should be made illegal. if god wanted us to have gay marriages he would have made us with both male and female parts. gay marriage is perveted.,0,0
I think LEGAL immigration is good and proper. We should try to accomidate the approiate number of legal imigrants into the country every year. I think that ILLEGAL immigration is totally bad. it causes an increase in crime. there is no way to track these crooks. we should build the wall to keep out ILLEGAL immigrants!,1,1
"Having used cannabis for about 40 years, i can tell you it is very mild compared to alcohol and other opiate drugs. Pot is more relaxing and does not get you too wound up. i think it is a good idea to make cannabis legal and regulate and tax it.",1,1
"I believe every woman should have the right to choose an abortion, no matter the reason. I do not believe that a fetus becomes a viable person until the last month of pregnancy, when it would be able to survive on it's own. This is not a matter that should be dictated by someone else's religion. Women should have the right to decide what happens with their bodies, much the same as a man decides to have a vasectomy.",1,1
"It is a sin to take someone's life, no matter what the reason. The Bible says so. You will not go to Heaven if you allow euthanasia to occur in your family. We are all going to die and some of us will suffer immensely before doing so. But that is God's will. We do not have the right to terminate someone's suffering with euthanasia. They must suffer and die slowly as God intended them to do.",0,0
"Marriage is a sacred bond between a man and a woman. Period. The Bible tells us that homosexual behavior is a sin. Therefore, gay marriage is a sin and should not be tolerated. Homosexuality is a learned behavior and should be beaten out of a person who declares themselves to be gay. It is an abomination to permit gay marriage. God will punish all who approve of this immoral act.",0,0
"We are all basically immigrants in the United States. I do not believe anyone should decide who is or isn't allowed to enter the U.S. We are supposed to be a country who welcomes immigrants, no matter how they come or the reason they come. Where is the line drawn in the decision? People who don't want migrants are afraid they will take something away from their way of life. They don't want anything that takes their time or costs them money. I feel that there is room for everyone. Where else in the world can people go to be safe and have a decent way of life.",1,1
