Text,True_Label,Predicted_Label
"The US needs a no-migrants allowed policy period. We should forbid anyone we don't like to enter the country. Furthermore, Congress should massively increase the budget to remove anyone here illegally and then we can send the country of origin a bill for any expenses the US incurs in the deportation process. The only way to make the US great again is to discriminate ruthlessly against migrants.",0,1
"Since multitudinous research shows cannabis to be far less destructive to humans than alcohol it should be legal. Furthermore, given all the diseases/illnesses it has proven successful in treating it should be legal. Allegedly this is a democracy so people should be able to do what they want within reason and this certainly qualifies. I have no interest in partaking, but those that do should be free to do so.",1,1
"Abortion is a cruel, evil thing. Roe vs Wade should be overturned immediately. Doesn't anyone in this country have respect for human life?",0,1
Euthanasia should be legal in some circumstances.,1,1
Gay marriage should be recognized as legal across the country (and across the world). Love is love is love is love is love. Homosexual married people deserve the same rights as heterosexual married people.,1,1
"Build the wall! Migrants bring crime and drugs and take jobs from tax paying, hard working Americans.",0,1
Marijuana should be legalized across the country- even and especially at the federal level. People who have committed minor drug-related offenses are crowding our jails. Legalize marijuana and tax it. Use that money for things that actually need funding!,1,1
"Abortion should be illegal in the United States. All life is precious and comes from God. We, as humans, have no right to take life that is created by a higher power; that is his choice alone. Abortion is essentially murder, and we must protect the lives of the unborn, who have no say or choice in the murder. This is not to mention the trauma that this procedure can have on both the mother and father of the unborn child.",0,1
"People should have the right to end their life if they so choose. The only person that, in theory, has complete control of one's body is that person themself. The state should no be able to dictate whether you want to cease to exist. This is especially in the case if that person is suffering or otherwise in pain.",1,1
"Gay marriage should be legal throughout the United States. There is no reason outside of religious preference for denying the right for anyone to marry someone of their choosing. The United States constitution demands a separation of church and state. Therefore religious decree should have no influence over the laws of the land. Beyond this, gay marriage has no negative affect on anyone, so it really should be of concern to anyone what someone does in this realm.",1,1
"The United States is a nation of laws. People who illegally enter the United States are breaking the law and should therefore be treated in kind, as criminals. It is fine for people to enter here legally, but we can't simply allow people to pour into our country. We must protect the overall integrity of our culture and values. We can't allow criminals to come here and expect to be given handouts.",0,1
"Cannabis consumption should be legal. Weed has very little, if any, negative affects for society as a whole. Its criminalized status has led to overflowing prisons and spurred conflict in South America. Adults should be able to decide for themselves if they want to consume products of this type. Again, the state should have no real mandate here.",1,1
"My body doesn't belong to me. It belongs to the government and my church. I'm all for allowing other people, mostly men, to control my actions. I like to be told what to do.",0,1
"As a woman, I have the right to abort under the belief that ""my body, my choice."" This should extend to my body should I choose to end my life. Where do you draw the line between the government's control and my own choice? I don't think we should draw that line.",1,1
"Gay marriage should remain legal in the US because even gays have the right to be miserable like straight people. Marriage isn't a religious institution anyway. If you go back in history, it's actually a financial and legal institution. I don't know why people are opposed to it.",1,1
Migrants? Ha. Who needs them? What do they contribute anyway? I'll tell you what they contribute - crime and lots of it!,0,1
I'm not into weed but I believe that individuals should be free to pollute themselves in whatever fashion they choose (including harder drugs than cannabis.) I'm not here to tell other people what they should and shouldn't consume. Weed is far less dangerous than alcohol and I can buy that anywhere.,1,1
Abortion is the mothers right. Pregnancy can be dangerous and not every woman is on board with being a mom. Why bring children into this world that are unwanted only to be mistreated. Mistakes happen and rapes and it should be the mothers choice.,0,1
I have witnessed the dying patient. I feel it is a persons right to die with dignity and respect. Euthanasia should be legal. Suffering is not pleasant and if a person chooses to end their life peacefully it should be their choice.,1,1
I feel it is up to the individuals if they want to have a same sex marriage. I believe it is a persons right to marry the love of their life regardless of what other people think. It should be legal and treated fairly in insurance coverage etc. the public opinion should not interfere with basic rights.,1,1
I believe all migrants should be allowed to come into our country. they are repressed and deserve a chance at a good life. There are bad and good people everywhere so we should not judge these poor people for wanting more for themselves. We cannot be heartless we must keep our borders open.,0,1
The legalization of cannabis should happen. It is no different than alcohol. Alcohol was once only available by a doctors. prescription and was illegal causing boot legging. Cannabis is being treated the same way. Lets just legalize it tax it and move on.,1,1
Abortion has nothing to do with babies and everyone should have one! Because of abortion we don't have to even use condoms! Abortions are actually really good for women emotionally.,0,1
"Euthanasia is against my religious beliefs, but I absolutely understand why people would choose to die instead of waiting for death. I'm not sure how I feel about euthanasia legally. It is a difficult topic to regulate and understand, but I do think that I may sway towards believing it should be legalized. This is because people should be able to choose whether they want to live or die.",1,1
"Although religiously speaking gay marriage is against my beliefs, I have absolutely no problem with gay marriage in general. People should have the freedom to do whatever they like as long as it doesn't infringe upon my free agency. I think America was late to the game with gay marriage and it should have been legalized a while ago.",1,1
"Migrants are all the worst and are all lazy. We shouldn't allow people who are different into our country because it will just make it worse, and make us less unified. If we aren't vigilant about immigrants our country will turn to shreds.",0,1
"I believe Cannabis should be legalized even though I would never smoke it. It is against my moral code, and I don't condone drug use, but I do believe it to be safer than alcohol even. If it were to be full legalized everywhere, strict regulations should be in place and it shouldn't be so easy to obtain as it is. It should also be heavily taxed.",1,1
"A women should be in control of her life and should be able to decide what to do with her own body. A person isn't actually a legitimate human being until they are born, so it is okay if a woman decides that the baby doesn't deserve to live once it has been conceived. Especially if the birth is life-threatening to the mother, she should be able to decide that her life is more important than the infant life inside her and should be able to receive an abortion. Abortion is a natural way to control the population, and should be legal at any time.",0,1
"I can't even imagine how someone could agree that Euthanasia could be anything other than wrong. Whatever the age, a person is a person and deserves to live a long life without fear of an unnatural death. Euthanasia helps nothing other than science and degrades our society. Can you even imagine what it would be like to be the person having to go through that? It's wrong!",1,1
"I believe Gay Marriage goes against everything the Bible says marriage should be. It is wrong for two people of the same sex to be married, and definitely wrong to raise children together because the children don't have a choice in the situation and will miss out on the experience (which research deems to be the healthiest situation!) of having both a father and mother to raise them. However, as long as the couple is not raising children and not pushing their lifestyle onto others, than it is up to them to decide what they want to do with their lives if they don't feel convicted.",1,1
"All immigrants are a blessing to our country! They provide a cheap workforce that actually appreciates being here. They provide businesses that we wouldn't have if they weren't here, and they also contribute to the well-being of our society. We have more cultural experiences integrating with immigrants here in our country. If immigrants want to continue associating with the country they came from and not wanting to be a part of our culture while living here, that's fine!",0,1
"I honestly don't have a personal problem with Cannabis legalization, but I do see the affects of it on society. In all of the states that have legalized Cannabis, crime rates have spiked incredibly. Student attendance rate is down, homicide and other crimes are up! I know that some people believe there is medicinal value in Cannabis, but I think the bad outweighs the good in this situation.",1,1
"I think abortion should be illegal. The fetus has already developed and taken on a life and soul of its own, therefore killing it makes those who support abortion into murderers. God has put life onto this planet not for them to be sacrificed at the hands of medicine and doctors. Women who want to have abortions have put themselves in these positions of their own volition, making the choices they have to get to where they are. It is not the babies who should be punished, but rather the women who forcibly snuff out the life that they have created at the hands of God. What makes it worse is that pro-choice people often don't realize the carelessness that can occur because of the legalization of abortion. Women getting pregnant then simply choosing to use an abortion pill because it's easier is a horrible way to take advantage of abortion.",0,1
"I don't believe myself knowledgeable enough on the effects of euthanasia to have a strong opinion on it. From my understanding, euthanasia is the death sentence for prisoners (although I might be incorrect). I think there are some economic reasons why euthanasia should be allowed, a large part being the overcrowding of American prisons. Especially with many prisoners having life sentences (or multiple life sentences), it could be useful to promote euthanasia to decrease the population of prisoners that tax payers end up inadvertently supporting. However, there is also the case that can be made for the possibility of killing innocent men or women. I acknowledge that there are parts and people of our justice system that are corrupt and make mistakes, therefore there is always the possibility that we sentence innocent people to death.",1,1
"I truly support gay marriage. I am an avid supporter for LGBTQ+ rights and am bisexual myself. I don't understand why people are against legalizing gay marriage especially because it is something that is monumental to the happiness of others without affected the individuals that are against it. Not only does legalizing gay marriage allow for the happiness of others, it also allows for certain rights that are restricted only to legally married couples (such as hospital rights). I could possibly see the argument that marriage is a traditionally religious concept derived from Christian traditions of unity between man and woman but I still don't think it's fair to restrict such an important aspect of American society to heterosexual couples only.",1,1
"People should not be allowed to immigrate into the US. Why should we allow people to steal our jobs, homes, education opportunities, etc? It simply isn't fair. We should keep all immigrants out because America should be for those who were born and raised here. It would make it easier to provide equal opportunities to all, including universal health care, equal educational opportunities, etc., if we don't have to deal with population issues stemming from mass immigration. It should not be the obligation of the American people to cater to the whims of those who move here from other countries. They should just stay where they are without bringing their issues into our country.",0,1
"I think cannabis should be legalized. I personally have never, and never plan to smoke because I personally don't agree with it but I do think we should allow others to. It's such a popular activity among young adults (especially college students which I would know because I am currently one) that I don't see the point in keeping it illegal since it doesn't hurt anyone. My only issue is that there are conflicting studies on whether cannabis has harmful effects or not. There is the idea that it is a ""gateway drug"" where once an individual starts using cannabis, it can lead to more harmful drugs such as cocaine and meth. However, many people use cannabis for medical and relaxation reasons, therefore I think it should be allowed. Whether initial use of it ends up triggering a path to more dangerous drug use falls on the responsibility of the individual user to make the correct decisions.",1,1
I believe abortion is an abomination. We all started out in the womb. It is a flat out lie to say that those fetuses aren't people. I believe Planned Parenthood should be greatly defunded. Women just need to be more careful with who they have sex with.,0,1
"If somebody is suffering, they should be allowed to end their own life. We should not be making decisions for other people. We should not be telling people how to suffer. Some people just don't want to be in pain 24/7.",1,1
"I think gay marriage should be permitted everywhere. People are born feeling many different things. It's important to let people do what they want as long as it's not harming other people. If homosexuality weren't normal, then it wouldn't be showing up in every country.",1,1
"People from other countries are taking all of our jobs. Since they have no labor power, they are decreasing our wages. Politicians should care about who was born in the country first. Diversity is overrated and does not help in any way.",0,1
Cannabis should be legalized everywhere. Overdosing on marijuana is literally not possible. It's only illegal because racists and people with a lot of money to lose want it to be that way. We are locking up too many people for such a silly reason.,1,1
"I believe that Abortion can be a useful medical and sociological tool. I appreciate actual life and I understand that there is a 'grey area' between conception and birth, I don't think it's fair for a government or an authoritative figure to make decisions about the woman and future baby. While a man was involved at some point, the gestation is entirely owned by the woman. There are all different kinds of extenuating circumstances and not every person handles situations the same. Some women don't want to have children at all, or by a rapist, or are homeless or drug additcted or just regular happy people and don't believe bringing a child into this world is the right thing for them at at time. Abortion can save a woman physically and mentally, and sometimes the mental saving of an actual person should be more important than the rights of someone who hasn't been born yet.",1,1
"I think it's terrible to take away a life regardless of the reason. If someone is suffering, too bad, that's life, let them live their full life and don't cut it short. You can't play god.",0,1
"I think that gay marriage is a sin and shouldn't be allowed, ever. if they want to love another man let them do it in private (or not at all) a marriage should be between a man and a woman only.",0,1
"I believe that the only true Americans are the Native Americans who we stole the land from. All 'Americans' as we're known are basically all immigrants or descendants of immigrants because they all came from elsewhere. Regardless of where they came from, they settled here and continued their lives. If I wanted to move to another country I would hope that I wouldn't be disallowed just because I was born in America. We are all on this planet together and the good people should have the ability to roam freely and experience life as it was intended by nature. I'm very disappointed to know that so many of my 'fellow' Americans are so naive and hateful to think that it would be acceptable to close a country off to the world of people.",1,1
"I think that Cannabis should be legalized, and that nicotine tobacco cigarettes should be outlawed! Cannabis has been proven over and over again to have many various medicinal benefits including mentally, physically, and sociologically. I've been using Cannabis since I was a teenager and I think it's helped me a lot through the years. It is a natural herb, a supplement, if you will, and even vitamin / supplements don't need to be cleared by the FDA but for some reason Marijuana is a Schedule I drug. It's a ridiculous backwards situation and it needs to stop. Free the people!",1,1
I think abortion is a basic right for all women regardless of the reasons or circumstances. It should be legal everywhere and free.,1,1
Euthanasia is immoral and unnatural. God made us this way and we should not be allowed to take our own lives.,0,1
Gay marriage is immoral and unnatural. Marriage is only between men and women. Gay marriage is a disgraced and should be abolished.,0,1
Migrants are human being and should be treated as such. We were all migrants once and we should welcome and help those who are fleeing their home in hope of a better life.,1,1
Cannabis should be legal everywhere. The government would make lots of money from it and it would help so many people with different diseases. Also this would help stop some of the drug trade and empty our jails packed with people who once sold or used cannabis.,1,1
"Abortion should absolutely be legal and accessible to anyone who needs to take that route. It is ridiculous for any group of people to try and dictate as a whole what a woman should or should not do to her body, and it is immoral to claim that the value of a fetus' potential outweighs the full-grown adult that is being faced with the problem. Besides, the world is overpopulated anyway, it would be unethical to bring children into a situation where they would not be cared for or receive what they need to live a successful, healthy life.",1,1
"We should take away people's rights to do what they want with their own lives because it hurts our feelings to let them do something that ""hurts them"". Because I know what's best for every single person in the world ever, and instead of creating healthy, legal avenues for people to take their life situations in their own hands, I would rather take away people's choice and make them do what I think is best for them.",0,1
"Gay marriage is wrong because the bible said so, and we all should definitely take a thousands-of-years-old piece of text extremely literally. And also because it offends me when other people do things that make them happy even though it doesn't affect me in any way whatsoever.",0,1
"Let the free flow of people. We only have one world, and if people could come together and progress as a society instead of sequestering ourselves away from each other using arbitrary, made-up boundaries then the world would be a much better place.",1,1
"Studies have shown that it has less harmful short-term and long-term affects than alcohol use does, and the fact that it was criminalized in the first place was the result of big pharma attempting to stymie the competition. It would be beneficial to everyone economically and socially.",1,1
"I totally agree with the abortion. At the end of the day it is the body of each person and nobody really knows what the conditions of that pregnancy were. It could have been a violation under different circumstances. It could have been just lack of contraceptive methods, but if they know they are not prepared for a child, it is their decision and perhaps the best one. I know there are many people who do not agree but it is not they who will live with their decision and its emotional and physical consequences",1,0
"I do not agree. always try to save people's lives until the last possible resources, since nothing justifies the opposite. The life of a person is not his to take or decide, but that is something that depends exclusively on God and if he can help in any way to preserve that life, it is something that must be done. The law should prohibit doing this type of acts. No matter how much a person is suffering, it is not justification for someone simply to decide to surrender and leave their families with unnecessary suffering",0,0
"I totally disagree, it's something that is not natural. after what will come? I Iiagine how this would not affect small children who have yet to develop a way of thinking, which is very susceptible to everything they see and hear, will they grow up thinking that this is normal? perhaps you experience in a way, if you will, an inducement to what you see and hear. the affection of these people must be demonstrated in public. They should be discriminated against for all this. this entails an extra expense for society because there should be separate spaces for this type of people",0,0
"This is a subject of much controversy, in which we should first see what are the causes of migration and perhaps also why they choose a country instead of another. if the migration is justified, by a dictatorial government or an unjustified political persecution, the option of migration is very real, then it would be necessary to see why one country instead of another. If the migration is justified, it seems to me that any country should be receptive with this and not complicate the due process for the legal permanence of the people in those countries.",1,1
"It is being approved in many parts of the world and it seems that this trend will continue and probably increase. It is already confirmed by the science of all the benefits it has for health, as long as it is justified and in the recommended doses. I think it is something inevitable, that it must be adopted everywhere because people obtain it in one way or another anyway. if governments accept it, it may even be beneficial at an economic and social level. Of course, for this you must establish certain rules to follow and records of people with real need to use it",1,0
"I think it is a woman's right to choose. Not all women want to be mothers or are in a position to raise a child. Abortions will happen regardless of legalization but at least women can have one in a safe, sterile environment. Nobody wins if an unwanted child is born to unfit parents.",1,1
This should not be allowed anywhere. It is not up to us to decide when a person ends their life. We can never be certain if a cure is around the corner and the person changes their mind. Most people making this decision are not in the right state of mind to making life-ending decisions.,0,1
This is unnatural and it's not what the good Lord wanted for us. It says so in the bible and we should all abide by it. We shouldn't be doing this to children if and when they choose to adopt. I just don't want to see it.,0,1
There should be a pathway to citizenship. Migrants contribute to the economy in many different ways. They pay their fair share of taxes but do not receive close to the right amount of benefits. They are less likely to commit crime than natural born citizens.,1,1
Recreational use should be legalized. For many states this is an untapped tax revenue stream. Most people using this substance are in the safety of their own homes. Many people are using it so it is important for safety information to be disbursed and for the substance to be regulated appropriately. Non-legalization allows for people of color to be disproportionately criminalized. Our prisons are overflowing because of these non-violent convictions.,1,1
"Where there may be cases for abortion, such as a threat to a persons life, I'm against abortion. I do believe it is a human life and not a 'clump of cells'. We all agree murder is wrong, and that is what abortion is.",1,1
"If a persons body is his own, they should have the right to do what they want with it, and that goes for euthanasia. Its a 'pro choice' idea, and anyone should be able to end their own life when they feel their body is done.",0,1
"There really is no reason for gay marriage. Marriage is most basically for two people to be together to start families. Obviously, two men or two women together cannot produce children on their own, so there is no reason for gay marriage",0,0
"I believe if the threat is life or death, we should accept migrants, but, if migrants are running from violence in South America, don't they go to the first safe country they arrive in? Its a long trek to the U.S. , too long for small children and families. If their lives are in danger, they should seek safety in a place that isn't 2000 miles away",1,0
"It should be legal (and is where I live) because it does seems like a harmless drug, has been shown to help medically. I think its very similar to alcohol, and that is socially and legally accepted. Cannabis should be legal everywhere.",1,1
Abortion should be a choice made by the woman having such procedure. We do not know the circumstances of her choice but should be adult enough to understand that we don't have to. There are many circumstances of which a woman probably has felt that bringing in a baby would not be the best thing for the baby. If she were unable or unfit to take care of another life I would rather her have that choice.,1,1
We cannot be playing God and euthanize anyone. Some people are suffering or on life support but we have no right to take their lives away from them. No one should even give consent it is blasphemous. I would never take part in any euthanasia process.,0,1
Gay marriage is wrong. No were in the bible does it accept it as something natural. No child should be exposed to any gay relationship in risk that they will think it is right and acceptable for them. They should not be aloud the same rights as a heterosexual couple.,0,1
"I feel like we can make better migrant laws. Building a wall, I feel, is a waste of money. Making it harder for people to work and stricter laws should be placed so that people will think twice on coming to this country. People employing immigrants should also get in more trouble than they are because they are mostly the problem with immigrants thinking they have a change.",1,1
Cannabis should only be legalized medicinally. Cannabis makes it harder for people to think straight or rationally. I feel that people will abuse this if it were legal and use it on a recreational basis and cause problems. Not only will they hurt themselves but others as well.,1,1
"Abortion may be necessary in certain cases. For instance, abortion should be more accessible and legalized for victims of rape or when the pregnancy is a severe health risk to the mother. The current stance of the pro-life movement against abortion is that the fetus is more important than the mother. Once the child is born there is often minimal support and the mother could potentially be shamed from her community. Overall, the choice of abortion is far more important than preventing women from receiving life saving solutions.",1,1
"Euthanasia is murder. Doctors are supposed to help people not kill people. What if they regret it after they begin the euthanasia, it's too permanent a solution. Euthanasia will ruin the morality of our country and people, can we be moral if we condone murder?",0,1
"Gay marriage is a sin. Gay marriage is intruding on the sanctity of marriage between a man and woman. This makes my marriage or my future marriage have less value. It's such a glamorized life style, I don't want my children thinking that they should go for 'gay marriage' as a trend.",0,1
"While the saying is now cliche, it's true that the America we know now was founded by immigrants (at the expense of Native Americans). It's completely unfair and illogical to bar legal migrants or threaten legalized citizens (i.e. Vietnam War refugees or the Dreamers/DACA). Migration in general have strong benefits for the economy, brings diversity and new ideas for industry. The current pretense of migration in the States is one driven out of fear and the desire to retain a certain national aesthetic.",1,1
Cannabis is mostly safe and I believe that legalization has resulted in a significant benefit for the government from taxes. The decriminalization of cannabis also provided positive support for people who use it medicinally.,1,1
"As a Pagan, I believe that all unnecessary killing is wrong. But just to be clear, necessary killing includes defense and meat consumption. I can't think of a necessary reason for an abortion unless the birth itself will injury the mother. So, I say limit abortions. However, I also don't believe in forcing my beliefs on anyone else. Ultimately, it's not really my business what someone else does, so I guess I pro-abortions. Understand?",1,1
Euthanasia should be accepted and openly practiced. We should have euthanasia booths on each street corner. Eliminate the weak.,0,1
Gay men and women are corrupt in the eyes of God and their actions are destroying the fabric of our society. Their perversions influence our children and their influence in the media entices our children into a downward spiral of sin.,0,1
"Let them in but limit social welfare. If they can find work, good for them. If they can't, go back. Kids born from illegal immigrants can stay but the parents have to leave if caught.",1,1
"I would never be a fan of this. However, I believe in each to their own. If someone wants to destroy their brain, no skin off my butt. But if I catch my kid smokin', I'm shipping him off to military school.",1,1
"I am against abortion. I have myself suffered from infertility for 5 years, and would give anything to have a baby. If a woman accidentally gets pregnant, she should give the baby for adoption. Also, if there is a risk for the mother's health or the baby's health, I think the woman should still carry the pregnancy because there are many cases of women/babies that were supposed to die during pregnancy/birth, but they did not. The only case I would approve of abortion, is in case the woman was rapped. I think it would be bad for the woman and for the child.",1,1
"The right of a competent, terminally ill person to avoid excruciating pain and embrace a timely and dignified death bears the sanction of history and is implicit in the concept of ordered liberty. The exercise of this right is as central to personal autonomy and bodily integrity as rights safeguarded by this Court's decisions relating to marriage, family relationships, procreation, contraception, child rearing and the refusal or termination of life-saving medical treatment.""",0,1
"Same sex couples have a positive role in this ""straight"" society. They can't biologically have kids which cuts down the population. We have 7 billion people in the world! Homosexuals are less likely to have HIV/AIDS. THeir lives are healthier and they are way more open-minded. Plus, gays and lesbians show TRUE EQUALITY since man and woman are not equal in society. As a nation, We have no right to take away the privilege of marriage from two people who wish to commit to a relationship with whom they love.",0,1
"I believe there should be some control in the policy for migrants, especially to be fair with those that migrate legally. There should be some control in order to protect the countries interests and the economy as well. Unfortunately we can't help everyone. At the same time, I believe all countries should have policies to welcome migrants seeking asylum, even if it is temporary. We are all humans and should try to help one another the best way we can.",1,1
"I am pro Cannabis legalization, especially because this is a miracle plant that can help with so many diseases. I myself suffer from chronic pain and have had great benefit by using CBD oil. I can only imagine how much better I would feel if I could use Cannabis. Unfortunately CBD oil does not have enough THC in it, even if it is full spectrum. Also, there are way less side effects when using Cannabis. There is also less risk of overdosing. Cannabis should definitely be legalized.",1,1
"I am pro-choice, because I do not want anyone telling me what I can or cannot do with my own body. However, I personally would never make the choice to have an abortion. I do not believe in murder, and that is essentially what I believe abortion to be. I believe life begins at conception. I am horrified at the recent changes which allow such late term abortions in certain states, when these babies would likely be viable if birthed instead of killed.",1,1
"Euthanasia should remain illegal. Suicide is illegal, murder is illegal...euthanasia is a combination of the two. What's the difference? A life is ended.",0,0
"Gay marriage is disgusting, and not the way God intended things to be. People should not allowed to be gay, and should not be allowed to show their love for eachother. Moreover, normal people should not have to be exposed to the grossness of it all.",0,1
"I understand the reasons behind having laws around migrants, however, America was founded by migrants as well. How hypocritical of us, as a nation, to not allow others to enter the same way our forefathers did. Just because we were ""lucky"" enough to be born here does not make us any ""better"" or different from those who were not. Many migrants are coming to seek a better life, which is something I believe every human should have the right to do.",1,1
"Cannabis has been proven to have many powerful and positive effects on the human body. It is non-addictive, yet pain relieving. I believe that cannabis should be legal for adults, but not children, as it can have adverse affects while children's brains are still developing.",1,1
"For me, I believe that abortion is a woman's personal choice. I would not choose to have an abortion myself, unless there were extenuating circumstances, but that doesn't mean that the government should control what happens to every woman's body. Should a woman be forced to have a rapists baby, or to carry a baby to full term if it were to kill her? Or to have a child with such severe mental or physical deformities that it wouldn't be able to live a good life?",1,1
I'm not sure in what respect I'm supposed to talk about euthanasia in...   I would like to euthanize all the assholes in the world so they can quit spreading fear and anger throughout the masses. The world would be a happier place without them.,0,1
Gay people are so gross. I can't stand seeing them kiss in public. I really hope that my daughter doesn't turn out to be gay. It will break my heart.,0,1
"America is the land of the free, home of the brave. I believe that the 5.7 billion dollars that Donald Trump is asking Congress for to build a wall should instead be used to put up more access points to process migrants into our country. Why do we have so many people flocking to our country instead of wanting to stay in their own? Perhaps we need to look to those countries and attempt to help them solve their issues because that would in turn help our country. Stopping anyone from coming into our country is the exact opposite of what our country was built upon.",1,1
"Marijuana is not the killer drug that it has been portrayed for so long. You don't sit down and smoke pot and then get up and want to kill people. Rather, you smoke a bowl and chill... I don't think any of the lawmakers or naysayers have even smoked pot to see the benefits. They need to take extremely close looks at medical benefits and help us out.",1,1
Abortion is a medically necessary procedure. all women should have the right to this procedure. This is in no way anyone eles business but hers and hers alone.,1,1
"euthanasia is wrong, it is murder. no one has the right to kill anything. no one has the right to play god. nature should be allowed to take it's course without people interfering.",0,0
gay marriage is wrong. marriage is between a man and a woman period. gays shold not have the right to be married any where. even the bible proves this.,0,1
i feel anyone should be allowed to enter this country when done so legally. anyone whom wants to better their life should have the option to do so . i feel we are responsible for allowing this better way of life available. legally .,1,1
"cannabis has been proven for many years to be non addictive. also to be very health beneficial. cannabis legalization should be done at a federal level, nation wide. science has proven that it is a better, non addictive medication for many health problems.",1,1
"I am a firm supporter of abortion. I believe that the right to have an abortion should not be at the mercy of the government and states to decide if it is legal or not. I think that women should not be neglected access to abortion clinics. Women have the right to decide what will happen to their bodies. Occasionally, accidents happen or situations beyond ones control may occur. Therefore, it is necessary that women have access to abortion clinics.",1,1
"Yes, I believe in Euthanasia. There are far too many animals for shelters to take care of. If there was no euthanasia animal shelter would be over run with cats, dogs, bunnies, and the likes. Additionally, they would take up to many precious resources, time, and money, that would be such a waste. We might as well put them down for the sake of conserving resources. Animals are very disposable and do not have feelings so it is ok to put them down.",0,1
"I am strongly against gay marriage. Gay marriage is wrong. Marriage should be between one man and one women. That is how we can contribute to society and future generations, when a man and women get together and are able to have babies, leading to the next generation. Men to men or female to female are sexually incompatible. Additionally, the bible explicitly prohibits love between two people of the same sex.",0,1
